"size","solution_terms","elpd","elpd.se","elpd.diff","elpd.diff.se","rmse","rmse.se","rmse.diff","rmse.diff.se","rho","n","method"
4,"X.10",-88.8621529959528,4.40882633883991,-0.128726338246112,2.75088499980776,1.41426921327365,0.117492885969411,-0.00315993492076805,0.0854129208201862,0,50,"L1"
5,"X.50",-87.6739707974395,4.54116798143998,1.05945586026718,2.89914074383621,1.38086320596385,0.117339278048445,-0.0365659422305626,0.0849500534653348,0,50,"L1"
6,"X.1",-85.633007598342,4.08618900670219,3.10041905936466,2.74013294386127,1.32649748904631,0.106131754407803,-0.0909316591481073,0.082802962233934,0,50,"L1"
7,"X.32",-85.4516568476896,4.04442788805535,3.28176981001707,2.75497463397526,1.32346205608841,0.106267292602767,-0.0939670921060001,0.0813344232313108,0,50,"L1"
8,"X.7",-83.6453122091963,4.1830184178071,5.08811444851042,2.61488411581571,1.2695963717632,0.103484410934338,-0.14783277643121,0.0747270061093686,0,50,"L1"
9,"X.59",-83.7409370902316,4.40965619984444,4.99248956747509,3.02679749913594,1.26421671261295,0.0998007278973519,-0.153212435581462,0.0858819804057139,0,50,"L1"
10,"X.28",-83.7675959029148,4.51814224139308,4.96583075479186,3.06028750132392,1.25844753997741,0.0982960319189227,-0.158981608217007,0.0839881132444987,0,50,"L1"
11,"X.90",-84.4041958736371,4.75073342160967,4.32923078406958,3.14271476327933,1.27409053794791,0.103424730137717,-0.143338610246502,0.0819839832647165,0,50,"L1"
12,"X.46",-85.2024483543611,5.00631887632148,3.53097830334556,3.44268564729312,1.29565231635214,0.106556327697168,-0.121776831842275,0.0869230212955,0,50,"L1"
13,"X.97",-87.4053043658481,5.05564097430352,1.32812229185859,3.52691538833215,1.33074230899122,0.102041974678177,-0.0866868392031905,0.0885402568113467,0,50,"L1"
14,"X.17",-90.0602674726675,5.81836827595861,-1.32684081496081,3.79093285057936,1.38738236824937,0.114640226803498,-0.0300467799450419,0.0838853882881014,0,50,"L1"
15,"X.40",-89.9785949594845,5.77583674467395,-1.24516830177778,3.75594052062561,1.38190108308347,0.113307169462164,-0.0355280651109466,0.0843754948208332,0,50,"L1"
16,"X.80",-91.6409547475151,5.96557081345621,-2.90752808980836,3.70092925329757,1.41717119086591,0.116436476174983,-0.000257957328502867,0.0774342126192131,0,50,"L1"
17,"X.38",-91.5980191135399,6.10091834693471,-2.86459245583318,3.75990192594206,1.42232033958485,0.118712584192832,0.00489119139043592,0.0770516057509224,0,50,"L1"
18,"X.55",-92.2315088889645,6.45141169647647,-3.49808223125784,4.27411738977286,1.4437375238301,0.123449341820975,0.0263083756356906,0.0927913697739998,0,50,"L1"
19,"X.98",-92.3367889680471,6.4982536323345,-3.60336231034045,4.23449291007251,1.44447962020435,0.122444726562458,0.0270504720099392,0.0888175517635101,0,50,"L1"
20,"X.41",-93.2123764443164,6.48820126011589,-4.4789497866097,4.2588453671467,1.46119921617841,0.122170542755828,0.0437700679840012,0.0884526071910311,0,50,"L1"
21,"X.100",-93.8637345994224,6.60886542289227,-5.13030794171573,4.41146819872311,1.46638498963391,0.12177648653613,0.0489558414394951,0.0907508703225251,0,50,"L1"
22,"X.9",-93.2969189061793,6.50237314763479,-4.5634922484726,4.24299636654418,1.44629371673573,0.119393319715841,0.0288645685413185,0.0865087915365127,0,50,"L1"
23,"X.37",-92.3714624357455,6.48966252705024,-3.63803577803883,4.34004671350989,1.43707028452407,0.118598145883002,0.0196411363296536,0.0913825925905805,0,50,"L1"
24,"X.8",-90.7089093901745,6.33877408791315,-1.9754827324678,3.9335805842555,1.40322314829184,0.11870812845647,-0.0142059999025781,0.0785679649459414,0,50,"L1"
25,"X.27",-90.3816675789432,6.26593717022005,-1.64824092123652,3.77647127421997,1.39529995101377,0.118549501488056,-0.0221291971806483,0.0747959604308886,0,50,"L1"
