"size","solution_terms","elpd","se","diff","diff.se","ref.loo.elpd","spline.elpd","spline.elpd.se","mono.spline.elpd","mono.spline.elpd.se","spline.elpd.diff","spline.elpd.diff.se","mono.spline.elpd.diff","mono.spline.elpd.diff.se","n","rho","run"
27,"X.100",-143.349337429363,3.16933115483458,-6.15137815955381,1.08179337027056,-136.419122633715,-145.879989064374,1.30570386689505,-156.864317742906,25.5528216736049,-6.1790067821482,0.204971352914358,-6.22394866582299,0.191920459794634,100,0,1
28,"X.62",-142.905172607542,3.09161211473048,-5.70721333773286,1.00906707500821,-136.419122633715,-141.968345773648,1.27368510765606,-153.017656221605,24.9262097244577,-5.62980448144345,0.191191635324996,-5.6720480651,0.179018121502046,100,0,1
29,"X.77",-142.793274107532,3.06292275288071,-5.59531483772243,0.977515880525619,-136.419122633715,-140.376959740349,1.26186563885462,-151.5976918969,24.6949009367476,-5.29650564661894,0.185213514921518,-5.32297741313957,0.17342063873077,100,0,1
30,"X.74",-142.56210537241,3.11604590566425,-5.36414610260032,1.04286811056639,-136.419122633715,-142.858661451746,1.28375136256806,-154.226993383754,25.1232078518349,-5.45699101109928,0.197596041359147,-5.46431731742805,0.185014747534463,100,0,1
31,"X.85",-142.15632889565,3.08255470670851,-4.9583696258402,1.04248876067937,-136.419122633715,-141.859703338565,1.26995362864659,-152.569364749217,24.8531841172543,-5.2431390546616,0.19752416454634,-5.23055908298465,0.184947447247049,100,0,1
32,"X.29",-142.085123169383,3.10471276827753,-4.88716389957397,1.02163268864201,-136.419122633715,-143.948561080965,1.27908232655164,-153.666065927075,25.0318341125513,-4.92347608327057,0.193572488173145,-4.89552581638861,0.181247381185525,100,0,1
33,"X.63",-141.923950047515,3.03166651346305,-4.72599077770592,1.00273529457934,-136.419122633715,-142.030014778363,1.24898866555065,-150.050681366308,24.4428966263717,-4.62707826971777,0.18999192969125,-4.58770787684655,0.177894803274533,100,0,1
34,"X.53",-141.502885364057,2.97952859162164,-4.30492609424747,0.942947156106111,-136.419122633715,-141.268889292413,1.22750883815667,-147.470143347834,24.0225331634961,-4.17411957020676,0.178663652066453,-4.12644141364615,0.167287817373724,100,0,1
35,"X.86",-141.002752952396,2.91845653836919,-3.80479368258631,0.92223697328866,-136.419122633715,-140.046905734108,1.20234831936099,-144.447415365625,23.5301380145637,-3.93153187003527,0.174739617858206,-3.87606613618283,0.163613633451002,100,0,1
36,"X.81",-140.697035337556,2.93216966895392,-3.49907606774676,0.913782759301329,-136.419122633715,-142.228076206619,1.20799786709109,-145.126139288183,23.6407005160189,-3.76773266802896,0.173137766962802,-3.71345493770899,0.162113775270835,100,0,1
37,"X.20",-140.524146607182,2.85514978387885,-3.32618733737283,0.818233027699028,-136.419122633715,-139.704049304447,1.17626714636255,-141.314082063898,23.0197255239791,-3.27116803917577,0.155033609278577,-3.24441720551993,0.145162341728788,100,0,1
38,"X.28",-140.354651715693,2.84535451715891,-3.15669244588328,0.817860746816417,-136.419122633715,-140.128997533872,1.17223168367068,-140.829270677499,22.9407509102477,-3.16457365570237,0.154963071855932,-3.17878238874689,0.145096295550168,100,0,1
39,"X.57",-140.25892613458,2.80766152124423,-3.06096686477039,0.794083423923896,-136.419122633715,-138.913570416447,1.15670288970241,-138.963676393095,22.6368500693771,-2.95045207749445,0.15045789538148,-3.00945919390537,0.140877971730087,100,0,1
40,"X.56",-140.146883673144,2.86759043439701,-2.94892440333486,0.832853062734583,-136.419122633715,-142.389388350197,1.18139245662351,-141.929825279255,23.1200286190688,-2.92776503750758,0.157803720875899,-3.02790826640178,0.147756075359764,100,0,1
41,"X.36",-139.573438177383,2.76161758679618,-2.37547890757352,0.723701065906582,-136.419122633715,-137.62243157085,1.13773366865267,-136.684756958508,22.2656195514467,-2.35538144948416,0.13712229216873,-2.44965568471745,0.128391470256395,100,0,1
42,"X.60",-139.438098575224,2.78590827882218,-2.24013930541483,0.718954807881661,-136.419122633715,-139.479946114821,1.14774096954943,-137.887011518228,22.4614639398508,-2.10725136718672,0.136223001273274,-2.16971870692451,0.127549438822778,100,0,1
43,"X.97",-139.29607087463,2.79834636121159,-2.09811160482088,0.737649766190251,-136.419122633715,-141.017100389537,1.15286522179042,-138.502627625453,22.5617463293302,-1.88494434186898,0.13976520351124,-1.89785552055506,0.130866102700583,100,0,1
44,"X.7",-138.65007002499,2.73992612179733,-1.45211075518089,0.720400998805494,-136.419122633715,-139.290021697352,1.12879719961743,-135.611149723525,22.0907315041345,-1.54880021162268,0.136497016365598,-1.51224624497882,0.127806006883445,100,0,1
45,"X.79",-138.240309367382,2.6747899902729,-1.04235009757305,0.650042411333543,-136.419122633715,-137.477560584033,1.10196235824205,-132.387272402783,21.5655696097034,-1.13311793251443,0.12316591704516,-1.07014042217234,0.115323722531174,100,0,1
46,"X.9",-137.972181425993,2.65034305276718,-0.774222156183853,0.625320352923409,-136.419122633715,-137.944955314548,1.09189068719364,-131.177284558222,21.3684654877196,-0.852232569633299,0.118481738071235,-0.788958560436647,0.110937793621335,100,0,1
47,"X.43",-137.838909904139,2.60324483513421,-0.640950634330073,0.60625335553836,-136.419122633715,-137.297551922891,1.07248712162006,-128.846183952142,20.9887347819258,-0.624481977498609,0.114869044226521,-0.581452326967531,0.107555126463625,100,0,1
48,"X.69",-137.497954473201,2.56133696382106,-0.299995203391362,0.555754629798467,-136.419122633715,-136.815883504771,1.05522187953784,-126.771976707637,20.6508513894782,-0.419499939642023,0.105300865663208,-0.401245986100444,0.0985961709649248,100,0,1
49,"X.38",-137.443915545176,2.56137906526717,-0.245956275366463,0.508617622151065,-136.419122633715,-138.342333167511,1.05523922452904,-126.77406049576,20.6511908335729,-0.272480204469062,0.0963696441422204,-0.271004873418374,0.090233616312949,100,0,1
50,"X.24",-137.354937421832,2.51950669574107,-0.156978152022634,0.511988253035638,-136.419122633715,-137.253911204058,1.03798860850462,-124.701610392851,20.313593675283,-0.185492061806039,0.0970082899239126,-0.191524201020141,0.0908315983739811,100,0,1
51,"X.33",-137.370349406876,2.51264994524057,-0.172390137066425,0.495069767407137,-136.419122633715,-137.658747207101,1.03516375833736,-124.362239264797,20.2583109313096,-0.10869460260114,0.0938026824725852,-0.114196601337355,0.0878300976899468,100,0,1
52,"X.70",-137.301673138914,2.49851265912581,-0.103713869104836,0.478588494910045,-136.419122633715,-137.275448575302,1.0293394666349,-123.662521995509,20.1443286639507,-0.0444135978461889,0.0906799153949554,-0.0466007889880199,0.0849061627846596,100,0,1
53,"X.82",-137.191422879625,2.48763967103033,0.00653639018402519,0.468598122585848,-136.419122633715,-136.761082500809,1.02486000333258,-123.124369377149,20.0566648912839,0.0135051003109101,0.0887870029518917,0.0133861588022959,0.08313377546683,100,0,1
54,"X.95",-137.189789004846,2.50312679064814,0.00817026496320583,0.469260295922378,-136.419122633715,-137.50809064991,1.03124040064171,-123.890895919806,20.181530229268,0.0708423055985454,0.0889124673597744,0.0703430359227646,0.0832512513311707,100,0,1
55,"X.91",-137.02551835533,2.49031858433979,0.172440914479138,0.434091741940243,-136.419122633715,-136.643418976522,1.02596366441953,-123.256960730987,20.0782637052707,0.119331979563749,0.0822489526000594,0.116935723335415,0.0770120144897807,100,0,1
56,"X.78",-136.946282853707,2.49697897377205,0.251676416102695,0.417426219697463,-136.419122633715,-136.893826819086,1.02870761757932,-123.586613075016,20.1319632826026,0.166847176117767,0.0790912750481323,0.162549709042039,0.0740553919226151,100,0,1
57,"X.90",-136.937303580127,2.48970064781374,0.260655689682411,0.414269529169828,-136.419122633715,-136.478283283688,1.02570908638015,-123.2263762995,20.0732815746304,0.21737404109056,0.0784931653296196,0.212113864610933,0.0734953649210245,100,0,1
58,"X.47",-137.065477663052,2.51731345059852,0.132481606757035,0.407448147170445,-136.419122633715,-138.0691605906,1.03708503342087,-124.593056920171,20.2959105745667,0.265312739842881,0.0772006930926993,0.260448183769467,0.0722851867060952,100,0,1
59,"X.87",-136.924592978874,2.49491572602452,0.273366290934973,0.371727910830807,-136.419122633715,-136.963318915276,1.02785759893794,-123.484493752534,20.115328289544,0.290836843499487,0.0704326490556711,0.287351459032694,0.0659480761536781,100,0,1
60,"X.92",-136.834344926627,2.49566152205387,0.363614343182268,0.368134596840717,-136.419122633715,-137.11456824734,1.02816485264917,-123.521406520435,20.1213412910297,0.339752763907975,0.0697518106901979,0.336969400330937,0.0653105879862363,100,0,1
61,"X.34",-136.853522556462,2.48862074555115,0.344436713347271,0.360806704284692,-136.419122633715,-136.788058148379,1.02526418728591,-123.172927125723,20.0645748322318,0.388429233275381,0.0683633680425565,0.385241054446605,0.0640105499685082,100,0,1
62,"X.59",-136.679659808157,2.4773791214131,0.51829946165209,0.339386803174056,-136.419122633715,-136.185398588609,1.02063285297903,-122.616529067398,19.9739389210923,0.422513147246267,0.0643048609093127,0.41796778878197,0.0602104552527486,100,0,1
63,"X.98",-136.746724707392,2.4737848107911,0.451234562417814,0.333153632735832,-136.419122633715,-136.005602575822,1.01915206569342,-122.438630622606,19.9449596904987,0.475197405917484,0.0631238392717434,0.469140265574764,0.0591046313779147,100,0,1
64,"X.75",-136.710796054745,2.48835581176328,0.487163215064758,0.321915499539708,-136.419122633715,-136.89779578938,1.02515503962844,-123.159814372321,20.0624387961075,0.520221234051343,0.0609945090052202,0.514720630431144,0.0571108793828419,100,0,1
65,"X.44",-136.674539262908,2.48405394950355,0.523420006901316,0.310581784541483,-136.419122633715,-136.886286311158,1.02338275459006,-122.946896044942,20.0277549105124,0.561192986246284,0.0588470685044979,0.559064613046064,0.0551001702646148,100,0,1
66,"X.66",-136.612699890748,2.48540090166513,0.585259379061412,0.278459632616692,-136.419122633715,-137.34091830258,1.02393767313911,-123.013562707887,20.0386147502408,0.554534896526376,0.0527607667027977,0.557098556235156,0.049401394198482,100,0,1
67,"X.58",-136.625647112104,2.47268663457453,0.572312157705549,0.264930806348518,-136.419122633715,-137.135958800432,1.01869963807938,-122.38427698944,19.9361056138317,0.573050441188791,0.0501974104281725,0.579994712846952,0.0470012514085328,100,0,1
68,"X.45",-136.562096506636,2.4485354693867,0.635862763173438,0.274761039016014,-136.419122633715,-136.323990487312,1.00874981957345,-121.188928234512,19.7413861644888,0.636710790422872,0.0520599806238243,0.646884671804659,0.0487452284241825,100,0,1
69,"X.15",-136.472261887815,2.4269778653283,0.725697381994794,0.268800263967355,-136.419122633715,-135.577767521995,0.999868498687462,-120.121946373801,19.567577374778,0.659335465609999,0.050930570738611,0.668381936132892,0.0476877300890015,100,0,1
70,"X.39",-136.541230521762,2.44116215392296,0.656728748047698,0.262500541047873,-136.419122633715,-136.670595198323,1.00571215451338,-120.823990005208,19.6819386009546,0.674878565129534,0.0497369391586089,0.679922821115239,0.0465700991693524,100,0,1
71,"X.94",-136.536396363935,2.43141687838434,0.661562905874479,0.254584861653357,-136.419122633715,-136.231016435423,1.00169728723284,-120.341652905076,19.6033670425301,0.680976706450362,0.0482371263853763,0.681160243834671,0.0451657821613804,100,0,1
72,"X.23",-136.532746046169,2.43906720489122,0.665213223640325,0.247762256710057,-136.419122633715,-136.597388053194,1.00484907554875,-120.720301644947,19.6650480153994,0.685992454615637,0.0469444224327919,0.682101116857144,0.0439553869845382,100,0,1
73,"X.51",-136.520416698807,2.44474022130404,0.677542571002245,0.233138179363077,-136.419122633715,-136.761442981707,1.00718624989415,-121.001084499645,19.7107868699609,0.665972864490671,0.044173544923915,0.660450187265565,0.0413609362089684,100,0,1
74,"X.67",-136.528079278839,2.45202404272,0.669879990970469,0.239068858277894,-136.419122633715,-137.022973713115,1.01018704511686,-121.361593269842,19.7695128852151,0.703070544182091,0.0452972523843949,0.698122616051056,0.0424130952030112,100,0,1
75,"X.52",-136.454147459161,2.43950948716791,0.743811810648545,0.233442801541852,-136.419122633715,-136.268913303084,1.00503128739431,-120.74219216512,19.6686139287084,0.705582142619091,0.0442312628040826,0.702828959947271,0.0414149790883397,100,0,1
76,"X.25",-136.460554508718,2.43921022825889,0.73740476109098,0.231831573934007,-136.419122633715,-136.323015180264,1.00490799844291,-120.72738050856,19.6662011453283,0.718828591221555,0.0439259776066419,0.718501547234731,0.0411291319461501,100,0,1
77,"X.21",-136.456948263209,2.43845907146049,0.741011006600727,0.231295389568551,-136.419122633715,-136.455000423756,1.00459853619729,-120.690202412317,19.6601449224912,0.734043440663249,0.0438243847906576,0.735637946288578,0.0410340077267003,100,0,1
78,"X.27",-136.494538917227,2.43573172819614,0.703420352582254,0.229936985046143,-136.419122633715,-136.512997049345,1.00347492289447,-120.555214044263,19.6381556406294,0.74498553487308,0.0435670029094085,0.747267567085831,0.0407930138107711,100,0,1
79,"X.49",-136.490333041845,2.43607846475587,0.707626227964243,0.224269894339043,-136.419122633715,-136.700413342668,1.00361777173061,-120.572375581263,19.6409512139052,0.739966879750867,0.0424932384722755,0.741941658087808,0.0397876178783367,100,0,1
80,"X.88",-136.427964035298,2.42275596180098,0.769995234510915,0.215752588375167,-136.419122633715,-136.019294366764,0.99812915511875,-119.912985560293,19.5335381587143,0.723553076997624,0.0408794333089433,0.724841520842138,0.0382765665798897,100,0,1
81,"X.35",-136.437867724724,2.42628797078253,0.76009154508551,0.218127125459689,-136.419122633715,-136.169563525267,0.999584275319138,-120.087800419355,19.5620150805776,0.742816615119846,0.041329345549243,0.743355564325986,0.0386978321021094,100,0,1
82,"X.61",-136.471103933321,2.4418750264871,0.726855336487932,0.214308542848257,-136.419122633715,-136.914795101233,1.00600584438614,-120.859273244146,19.6876861560751,0.741108827564491,0.0406058247128336,0.740897431942939,0.0380203791330952,100,0,1
83,"X.48",-136.460813148655,2.4374892217748,0.737146121153924,0.21525389458389,-136.419122633715,-136.52337337306,1.00419897666152,-120.642200230839,19.6523254820925,0.756372990232538,0.0407849439693919,0.755373114389383,0.0381880935458068,100,0,1
84,"X.42",-136.420091084463,2.43592072037119,0.777868185346813,0.213421858863206,-136.419122633715,-136.340403205998,1.00355278405877,-120.564568108938,19.6396793953622,0.762401057826379,0.0404378214499017,0.759992684271557,0.0378630729387884,100,0,1
85,"X.89",-136.419289561684,2.4385454247969,0.778669708125125,0.218071886382259,-136.419122633715,-136.482607010288,1.0046341121216,-120.694476423627,19.6608411486974,0.791626191144847,0.0413188791988792,0.786941707504944,0.0386880321630173,100,0,1
86,"X.84",-136.418818501152,2.43677937090211,0.779140768657252,0.215450421514148,-136.419122633715,-136.468475711442,1.00390653166789,-120.607066548872,19.6466022894445,0.793263698233519,0.0408221806468259,0.786034968131948,0.0382229592973021,100,0,1
87,"X.19",-136.411941889616,2.43434320421546,0.786017380193473,0.214471889355813,-136.419122633715,-136.467779235421,1.00290287755043,-120.486489806796,19.6269606269391,0.798150855757086,0.0406367745740248,0.788516363752614,0.0380493583611968,100,0,1
88,"X.72",-136.358493265402,2.42649943489589,0.839466004407707,0.213115515621781,-136.419122633715,-136.158812096528,0.999671394492567,-120.098266720366,19.5637200159458,0.797959991130677,0.0403797774736891,0.787141664834548,0.0378087247264911,100,0,1
89,"X.30",-136.382908810112,2.42729984745819,0.815050459697333,0.212855920079191,-136.419122633715,-136.282632259032,1.0000011491716,-120.137882703791,19.5701733647663,0.797972309626259,0.0403305909552304,0.787997329699155,0.03776267000175,100,0,1
90,"X.37",-136.399111639169,2.42717900271761,0.798847630640885,0.211260637332663,-136.419122633715,-136.283430086585,0.999951363447934,-120.131901559235,19.5691990506427,0.789672702949451,0.0400283268890761,0.782724469884284,0.0374796516300072,100,0,1
91,"X.14",-136.435976673485,2.43618443620461,0.761982596323964,0.208344001948838,-136.419122633715,-136.739056274396,1.00366142994228,-120.577620580348,19.6418056116945,0.774447554509562,0.0394757012980809,0.771993877717107,0.0369622127000784,100,0,1
92,"X.80",-136.423954095876,2.43306773008664,0.774005173933339,0.215221704939504,-136.419122633715,-136.493747982071,1.00237740658486,-120.423360910116,19.6166770808624,0.795016361641939,0.0407788448795464,0.797478419964245,0.0381823827959345,100,0,1
93,"X.64",-136.415652643701,2.43187670688823,0.782306626108551,0.215101838331746,-136.419122633715,-136.37654618609,1.00188672778869,-120.364411866199,19.60707442279,0.790459392248664,0.0407561333142543,0.797034291167956,0.0381611173166784,100,0,1
94,"X.99",-136.416048102867,2.43189191553691,0.781911166942055,0.213897584897522,-136.419122633715,-136.370948989399,1.00189299346129,-120.365164609974,19.6071970429481,0.783674148589627,0.0405279590044016,0.792572088145729,0.0379474712737674,100,0,1
95,"X.71",-136.416300784676,2.43069968956137,0.781658485133365,0.213076230060708,-136.419122633715,-136.339178191914,1.00140181914393,-120.306156035259,19.5975846874513,0.780193315848589,0.0403723338945135,0.789528665512241,0.0378017550933322,100,0,1
96,"X.93",-136.414228154741,2.43010173128496,0.783731115068845,0.212820584370236,-136.419122633715,-136.357281766501,1.00115547176159,-120.276560416346,19.5927636320112,0.780234059683492,0.0403238957690056,0.788581408932382,0.0377564011100225,100,0,1
97,"X.18",-136.416613366998,2.43149576206197,0.781345902811736,0.211643527334203,-136.419122633715,-136.471002661877,1.00172978580048,-120.345557209696,19.6040030444021,0.777630121215473,0.0401008744603498,0.784219971388409,0.0375475799674937,100,0,1
98,"X.41",-136.417772381813,2.43177227258657,0.78018688799609,0.210957263995663,-136.419122633715,-136.483029855459,1.00184370285224,-120.359242947371,19.6062324182923,0.776930628194948,0.0399708456315347,0.781677111176813,0.0374258303070757,100,0,1
99,"X.46",-136.419121597594,2.43180923952056,0.778837672215387,0.211167962019896,-136.419122633715,-136.440842921299,1.00185893252257,-120.361072605616,19.6065304652385,0.779334104106905,0.0400107673580588,0.782457834574363,0.0374632101457769,100,0,1
100,"X.68",-136.419122633715,2.43180673383776,0.778836636094476,0.21117346078054,-136.419122633715,-136.372844278815,1.00185790022915,-120.360948588212,19.6065102631003,0.780801476912121,0.0400118092283822,0.782478216289487,0.037464185678351,100,0,1
0,NA,-193.250474282047,7.15453533304659,-58.1122440578623,5.03037667571697,-135.030571616778,-190.700565491223,2.70882918019589,-292.972834297779,29.6513856590249,-57.4218691733225,0.86847736905605,-58.7049035462776,1.05148600452603,100,0,2
1,"X.4",-187.272335908326,7.04535106845757,-52.134105684141,4.91486424020758,-135.030571616778,-188.071850357174,2.66749015422577,-288.501820882049,29.198880417731,-52.2045667117737,0.84853454120208,-51.3009037483584,1.02734075316281,100,0,2
2,"X.5",-180.617105744735,6.67228792870576,-45.4788755205503,4.53828138054707,-135.030571616778,-179.912702162703,2.52624208262182,-273.225166237508,27.652750792673,-44.8680845756924,0.783518795409456,-43.8823698191877,0.948624658523442,100,0,2
3,"X.2",-171.461087203556,6.42876680623491,-36.3228569793712,4.22962360525297,-135.030571616778,-178.040696876134,2.43404082959338,-263.253159651403,26.6434974474349,-39.1939329775503,0.730230083667425,-38.9580100761149,0.884106760196548,100,0,2
4,"X.6",-165.599893904905,5.62676369113986,-30.4616636807205,3.40199204638135,-135.030571616778,-163.218803737639,2.13038876280676,-230.41173602187,23.319661229088,-29.9063790407496,0.587342318966556,-30.3058777599017,0.711109178274209,100,0,2
5,"X.1",-161.143896866392,5.2043584676501,-26.0056666422073,2.95296488256414,-135.030571616778,-160.50889705583,1.97045893620138,-213.114560204404,21.5690373795936,-24.9389352649382,0.509819311246447,-25.4287359007738,0.617250247056397,100,0,2
6,"X.3",-156.159014927954,4.84032877667486,-21.0207847037692,2.61366227292894,-135.030571616778,-159.509062995379,1.83263108247387,-198.207818484792,20.0603461430593,-21.3805471343373,0.4512398734178,-21.5804808504688,0.546326742052723,100,0,2
7,"X.63",-152.409406762371,4.23143487386943,-17.2711765381861,2.16658922365998,-135.030571616778,-148.118397698714,1.60209345916461,-173.2740716812,17.5368352374497,-17.1908481445092,0.374054236906866,-17.0745814669895,0.452876274103405,100,0,2
8,"X.14",-150.771322262974,4.05843528758169,-15.6330920387891,2.04701715753274,-135.030571616778,-148.795616470849,1.53659286329314,-166.189868896855,16.8198526224955,-15.6894458504019,0.353410527678476,-15.4031222272558,0.427882449153482,100,0,2
9,"X.12",-149.281135992496,3.99140653758745,-14.1429057683112,1.84694916578565,-135.030571616778,-150.5689547128,1.51121463459703,-163.445092059351,16.5420574584768,-13.6002290778214,0.318869471549697,-13.3524385011929,0.38606277901005,100,0,2
10,"X.7",-147.782799786759,3.86827256752241,-12.6445695625746,1.79231753722091,-135.030571616778,-147.598852961053,1.46459401206059,-158.402848708945,16.0317388054594,-12.6582928569129,0.309437507285034,-12.5950356195989,0.374643277739381,100,0,2
11,"X.10",-146.542067725306,3.93659433694846,-11.4038375011215,1.76714670308227,-135.030571616778,-150.013962238826,1.49046179998094,-161.200573718498,16.3148927826019,-12.037227740919,0.305091848655692,-12.1959396334667,0.369381886490733,100,0,2
12,"X.18",-145.818017606958,3.9007139067583,-10.6797873827732,1.66445019736722,-135.030571616778,-147.562555452093,1.47687685675645,-159.731297121305,16.1661892786489,-11.0736707574417,0.287361647351841,-11.351214892237,0.347915514202078,100,0,2
13,"X.16",-145.003484433251,3.74571480249944,-9.86525420906641,1.50650325425153,-135.030571616778,-140.783462632916,1.41819155058691,-153.384200521113,15.5238081870419,-9.93568181319998,0.26009264654923,-10.1685134217988,0.314900292708721,100,0,2
14,"X.89",-144.952845177905,3.86219450589581,-9.81461495372057,1.39597739649345,-135.030571616778,-145.052703978413,1.46229275419733,-158.153956662308,16.0065487769027,-9.21763955980921,0.241010734329463,-9.29602376992469,0.291797372179556,100,0,2
15,"X.45",-143.724470683694,3.76090559301203,-8.58624045950942,1.26681572253044,-135.030571616778,-142.151799920566,1.42394304312909,-154.006251953459,15.586765174042,-8.37054975719339,0.218711412028655,-8.26961932175744,0.264799057490943,100,0,2
16,"X.60",-143.1756940945,3.76059592248592,-8.03746387031466,1.21647957876883,-135.030571616778,-143.768178675085,1.4238257965829,-153.993571178607,15.5854817699117,-7.94622946174782,0.210021048558751,-7.72831020006198,0.254277429768185,100,0,2
17,"X.43",-142.232333132782,3.73282185575059,-7.0941029085969,1.17378230542871,-135.030571616778,-144.472310102243,1.41331006090991,-152.856244060542,15.470374425304,-7.4223798266957,0.202649510002744,-7.19876011087444,0.245352534428781,100,0,2
18,"X.33",-141.514081011334,3.6870376880014,-6.37585078714865,1.10263818462458,-135.030571616778,-144.016251888814,1.39597539362311,-150.981416868133,15.2806256922538,-6.58755448729724,0.190366720294759,-6.46821727158656,0.23048147165311,100,0,2
19,"X.64",-140.743630499969,3.55056662351395,-5.60540027578367,0.974293164955026,-135.030571616778,-139.205473954834,1.34430511952041,-145.393029544383,14.7150325438456,-5.38632358670927,0.168208390571236,-5.41108754695556,0.203653859998379,100,0,2
20,"X.9",-139.99280669238,3.49687860644923,-4.85457646819521,0.971743804774251,-135.030571616778,-136.879892725535,1.32397791999146,-143.194545674351,14.4925269547124,-4.92141292498246,0.167768252234625,-5.07052157326215,0.203120974148395,100,0,2
21,"X.88",-139.67218450196,3.58690819617752,-4.53395427777524,0.968922072290338,-135.030571616778,-139.741054225114,1.35806465915544,-146.881189578607,14.8656472150075,-4.52212572986011,0.167281089749231,-4.73701736093448,0.202531155053997,100,0,2
22,"X.57",-139.495389178333,3.64941094025658,-4.35715895414829,0.986049629620949,-135.030571616778,-141.538945276325,1.38172926476884,-149.440629882109,15.1246847182365,-4.33455786122031,0.170238104081905,-4.53326319311611,0.20611128194823,100,0,2
23,"X.35",-139.189917584694,3.60074068700743,-4.05168736050909,0.958931221466917,-135.030571616778,-139.491020090064,1.36330187625629,-147.44761966179,14.9229748402312,-4.08984223886987,0.165556203444068,-4.19403437478946,0.200442794580944,100,0,2
24,"X.81",-138.926397153138,3.54195009984035,-3.78816692895352,0.88566113815859,-135.030571616778,-137.734739528132,1.34104275660341,-145.040189388462,14.6793220672608,-3.75714835279272,0.152906373563671,-3.74602565978877,0.185127347624245,100,0,2
25,"X.39",-138.870956930506,3.53566675830574,-3.73272670632108,0.858590552683916,-135.030571616778,-138.634158171612,1.33866377626356,-144.782891284174,14.6532812729398,-3.66186652272331,0.148232729348251,-3.55763759655116,0.179468856502029,100,0,2
26,"X.75",-138.711981447797,3.52654766521584,-3.57375122361248,0.838340533399539,-135.030571616778,-139.760353807139,1.33521113198843,-144.409471289107,14.6154879385747,-3.57765231755227,0.144736632613323,-3.42891903322798,0.175236049847273,100,0,2
27,"X.65",-138.598892115055,3.49435593768974,-3.46066189086976,0.859444653696622,-135.030571616778,-139.9233336862,1.32302279454591,-143.091244288298,14.4820719606707,-3.61526361867575,0.148380186973841,-3.47553373032371,0.179647386922156,100,0,2
28,"X.8",-138.136498335781,3.3844698644561,-2.99826811159647,0.766113779356344,-135.030571616778,-136.580021883965,1.28141805184549,-138.591492337055,14.0266581309344,-3.12206703759974,0.132266929970637,-3.05063948307857,0.160138687179508,100,0,2
29,"X.99",-138.019032916989,3.4357901373541,-2.88080269280414,0.70753056350977,-135.030571616778,-139.23416200545,1.30084878302374,-140.693018866446,14.2393507983109,-2.760535073992,0.122152737644866,-2.76157567679341,0.147893196327868,100,0,2
30,"X.90",-137.781714934826,3.34313045572405,-2.64348471064135,0.651695386908225,-135.030571616778,-135.615825045201,1.26576624617921,-136.898674679355,13.85533033756,-2.43251286597864,0.112512984918242,-2.48834691549828,0.136222120672604,100,0,2
31,"X.38",-137.538449980801,3.3695478497115,-2.40021975661654,0.677165947461147,-135.030571616778,-136.581643755309,1.27576832239615,-137.980447070011,13.9648150630893,-2.44537908609343,0.116910390290322,-2.53152789302797,0.141546162921391,100,0,2
32,"X.71",-137.498557336175,3.42177271334713,-2.36032711199057,0.678297187630164,-135.030571616778,-138.586105800783,1.29554154706589,-140.119015908923,14.1812567326828,-2.41356474436467,0.11710569504563,-2.49243237170831,0.141782622988333,100,0,2
33,"X.78",-137.382246723628,3.452435633094,-2.24401649944319,0.672905925595597,-135.030571616778,-139.899973288609,1.30715105179175,-141.374639382413,14.3083366919705,-2.39852635495135,0.116174912050735,-2.44298205681655,0.140655702095222,100,0,2
34,"X.29",-137.158283799884,3.36622212504149,-2.02005357569928,0.559774527948563,-135.030571616778,-136.725675106018,1.2745091462775,-137.84426114915,13.9510318696049,-2.01265667871912,0.0966431622594286,-2.01147859236843,0.117008152623915,100,0,2
35,"X.51",-137.117633568308,3.34244482414563,-1.97940334412277,0.54528026012878,-135.030571616778,-136.267615924621,1.26550665436227,-136.870598582521,13.8524887936434,-1.9671582739883,0.0941407763758259,-1.93458527619576,0.113978455100085,100,0,2
36,"X.94",-137.084110955071,3.31943845979886,-1.94588073088578,0.523272407334769,-135.030571616778,-135.88622634926,1.25679605218173,-135.928505287038,13.7571408010621,-1.86565610441621,0.090341195683314,-1.82030538563375,0.109378213270427,100,0,2
37,"X.48",-136.915498891897,3.3576122414618,-1.7772686677124,0.537670741180315,-135.030571616778,-137.913161885155,1.27124929741338,-137.491692900075,13.9153489123455,-1.85751526624355,0.0928270188935984,-1.81298082053664,0.112387857975597,100,0,2
38,"X.41",-136.892498900156,3.33025323126179,-1.75426867597137,0.503056723853872,-135.030571616778,-137.049901761141,1.26089070922824,-136.371362034581,13.8019617355511,-1.65341600828016,0.0868510269077011,-1.62564601794842,0.105152583735624,100,0,2
39,"X.86",-136.699963704178,3.31793964041876,-1.56173347999323,0.487356658013103,-135.030571616778,-136.580232782182,1.25622857358478,-135.867129762081,13.7509290669097,-1.50630527286301,0.0841404641100446,-1.49817780178342,0.101870841519103,100,0,2
40,"X.27",-136.46455683913,3.29754659242176,-1.32632661494505,0.488252585341527,-135.030571616778,-135.60343438721,1.24850741757451,-135.032049803211,13.666411749883,-1.41679659588051,0.0842951429063286,-1.42392359792051,0.102058114780658,100,0,2
41,"X.21",-136.471048174545,3.33734542371642,-1.33281795035969,0.50825629542657,-135.030571616778,-137.007520399225,1.26357593433069,-136.661781974954,13.8313547462571,-1.39603488041172,0.0877487151984158,-1.41049115484201,0.106239436090959,100,0,2
