"size","solution_terms","elpd","se","diff","diff.se","ref.loo.elpd","spline.elpd","spline.elpd.se","mono.spline.elpd","mono.spline.elpd.se","spline.elpd.diff","spline.elpd.diff.se","mono.spline.elpd.diff","mono.spline.elpd.diff.se","n","rho","run"
67,"X.57",-110.968281245489,2.7444848343025,-0.40743171641129,0.161843833897245,-110.84360014801,-110.770733574314,1.52894419818358,-102.624272981957,12.9377240799267,-0.3734677988952,0.0451122067187021,-0.356524470220927,0.0501835330218914,100,0.5,9
68,"X.36",-110.940234749021,2.74644358345652,-0.379385219942924,0.16128434888155,-110.84360014801,-110.922899796206,1.5300354114114,-102.69751631177,12.9469577822886,-0.357796192052331,0.0449562563616433,-0.342760120873267,0.0500100513755149,100,0.5,9
69,"X.73",-110.883162734798,2.73977681798827,-0.322313205720359,0.15697257559012,-110.84360014801,-110.851053165432,1.52632137653828,-102.448226554082,12.9155301092128,-0.329298351970673,0.0437543964985689,-0.323312439091115,0.0486730834346122,100,0.5,9
70,"X.44",-110.846036392287,2.73080996118986,-0.285186863209275,0.155010440760304,-110.84360014801,-110.77682673735,1.5213259677437,-102.112929689488,12.8732596190749,-0.303112636291429,0.0432074727763538,-0.3111247120251,0.0480646768264988,100,0.5,9
71,"X.96",-110.834912255501,2.73365225757526,-0.274062726423259,0.158399433881837,-110.84360014801,-111.194045221931,1.52290940246108,-102.219211420946,12.8866584347389,-0.286648082898603,0.0441521177132992,-0.311451632510279,0.049115514811055,100,0.5,9
72,"X.21",-110.793956875103,2.71280770764332,-0.233107346025186,0.150592341462817,-110.84360014801,-110.572209227285,1.5112969667559,-101.439773052162,12.7883955359176,-0.253194421537184,0.0419759756966535,-0.291507903785035,0.0466947399765711,100,0.5,9
73,"X.11",-110.8207390588,2.71957639000652,-0.259889529722273,0.153341128155494,-110.84360014801,-110.947263863873,1.51506777922286,-101.692873779077,12.8203036535014,-0.243327391868303,0.0427421700614285,-0.293544430840058,0.0475470667192116,100,0.5,9
74,"X.53",-110.814761839052,2.71849658264677,-0.253912309974281,0.153990761512853,-110.84360014801,-110.878043385604,1.51446622180953,-101.652496640216,12.8152133540378,-0.236110999948313,0.0429232482872888,-0.292665115494551,0.047748501004696,100,0.5,9
75,"X.99",-110.786166957654,2.71985658700461,-0.225317428575483,0.151191331000335,-110.84360014801,-110.838474673307,1.5152238761228,-101.703351160063,12.8216245248737,-0.229436641506077,0.0421429375090879,-0.286153866979787,0.0468804709402534,100,0.5,9
76,"X.38",-110.79070871143,2.71613460760036,-0.229859182352459,0.151207942913838,-110.84360014801,-110.597434231267,1.51315037265696,-101.564175521109,12.8040788121186,-0.231237259081418,0.0421475678991243,-0.285622961018007,0.0468856218594436,100,0.5,9
77,"X.72",-110.777427264732,2.71505795908372,-0.216577735654115,0.148994039453179,-110.84360014801,-110.526942219431,1.51255057502557,-101.523916500583,12.7990034036976,-0.231879588955781,0.0415304664120458,-0.281245212738777,0.0461991483945614,100,0.5,9
78,"X.47",-110.811875975389,2.72113771200258,-0.251026446310812,0.150619884451167,-110.84360014801,-110.822294622616,1.51593758698333,-101.751256151146,12.8276638520102,-0.239416772544519,0.0419836530047978,-0.284231102632152,0.0467032803357068,100,0.5,9
79,"X.95",-110.802147071588,2.72090958872316,-0.241297542510038,0.151708629436109,-110.84360014801,-110.899554310306,1.51581050019452,-101.742725958009,12.8265884603708,-0.246628107797839,0.0422871288162756,-0.286225600817479,0.0470408716333705,100,0.5,9
80,"X.85",-110.816624901785,2.72336192964692,-0.255775372706986,0.153561154874583,-110.84360014801,-111.064350353597,1.51717669190397,-101.834426120188,12.8381489943643,-0.255924344858127,0.0428035001139623,-0.28967787398919,0.0476152912406977,100,0.5,9
81,"X.54",-110.8241768054,2.71872354053078,-0.263327276322316,0.149887504192334,-110.84360014801,-110.868003699417,1.51459265936009,-101.660983255829,12.8162832519087,-0.257283351175159,0.0417795099810101,-0.282718575662456,0.0464761884038197,100,0.5,9
82,"X.93",-110.821446541777,2.71937719608704,-0.260597012699151,0.14756715313465,-110.84360014801,-110.803427513232,1.51495680889295,-101.685425338876,12.8193646372108,-0.262408438988124,0.0411327373851468,-0.2783204436369,0.0457567083277386,100,0.5,9
83,"X.43",-110.8357149041,2.72378625489643,-0.274865375022177,0.148875779772668,-110.84360014801,-110.839785223676,1.51741308221675,-101.850292875834,12.8401492980022,-0.275526303955209,0.0414975028135867,-0.280770618586598,0.0461624791657182,100,0.5,9
84,"X.17",-110.84190009443,2.72561674142955,-0.281050565352302,0.14716203177894,-110.84360014801,-110.777746159233,1.5184328407265,-101.918740093074,12.8487783599674,-0.283835824232095,0.0410198142177645,-0.277523522970321,0.0456310908084139,100,0.5,9
85,"X.33",-110.849092252683,2.72527784537752,-0.288242723605427,0.142560770178579,-110.84360014801,-110.687914783432,1.51824404276119,-101.906067783676,12.8471807764944,-0.285774576924857,0.0397372626402105,-0.268833765456679,0.0442043601267207,100,0.5,9
86,"X.23",-110.859208475767,2.72668958362217,-0.298358946688518,0.140101452501362,-110.84360014801,-110.749979349617,1.51903051786629,-101.95885678407,12.8538358250682,-0.290108320681049,0.0390517546120701,-0.264185299241684,0.0434417901424709,100,0.5,9
87,"X.26",-110.847916297553,2.72687208533486,-0.28706676847502,0.139640390964598,-110.84360014801,-110.820727062256,1.5191321890183,-101.965681054093,12.8546961529423,-0.296291419346841,0.0389232387282352,-0.263306099114817,0.0432988270384825,100,0.5,9
88,"X.61",-110.856227351505,2.72859978196268,-0.295377822426676,0.14073780025964,-110.84360014801,-110.96231483636,1.52009468358279,-102.030284657708,12.8628406549578,-0.303391866835466,0.0392291296218257,-0.265366215927945,0.0436391049117268,100,0.5,9
89,"X.80",-110.863485807527,2.73009506993834,-0.302636278449422,0.140559536308027,-110.84360014801,-111.052952360884,1.52092770399027,-102.08619782563,12.8698895637393,-0.305390705586591,0.0391794404860582,-0.265021523925134,0.0435838299303639,100,0.5,9
90,"X.35",-110.89254317564,2.73175060147441,-0.331693646562204,0.141751768873201,-110.84360014801,-111.088463733495,1.52184999560046,-102.148102966502,12.8776938736599,-0.308186036702604,0.0395117623338653,-0.267261266571568,0.0439535100155637,100,0.5,9
91,"X.67",-110.869632758357,2.72724189472856,-0.308783229278767,0.141600453858926,-110.84360014801,-110.83283270845,1.51933820871273,-101.979509303277,12.8564394644148,-0.306101339530969,0.0394695849209899,-0.266968135127861,0.0439065911936801,100,0.5,9
92,"X.97",-110.856135805211,2.72725910626722,-0.295286276133164,0.14081827462767,-110.84360014801,-110.771208147915,1.51934779720885,-101.980152892784,12.8565206010039,-0.300972064796892,0.0392515609757966,-0.2654858750548,0.0436640579050429,100,0.5,9
93,"X.24",-110.847689200437,2.72451274390617,-0.286839671359318,0.139694435663119,-110.84360014801,-110.658283185273,1.51781780704619,-101.877458413614,12.8435740261106,-0.293862410622435,0.0389383030995678,-0.263359761698805,0.0433155848836693,100,0.5,9
94,"X.56",-110.852150310617,2.72348362201807,-0.291300781539208,0.140431405061957,-110.84360014801,-110.697121082629,1.51724448635578,-101.838976552007,12.8387226620708,-0.290003699461474,0.0391437252961703,-0.26474191129818,0.0435440997876489,100,0.5,9
95,"X.81",-110.841297648943,2.72226269795441,-0.28044811986477,0.140099583835463,-110.84360014801,-110.78643872628,1.51656431325363,-101.793322649011,12.8329671270208,-0.284118557945418,0.0390512337417949,-0.264109257118608,0.0434412107181297,100,0.5,9
96,"X.32",-110.839385901051,2.72252563207717,-0.27853637197281,0.140592860477353,-110.84360014801,-110.935004269413,1.51671079305795,-101.803154520863,12.8342066197988,-0.281047827095408,0.0391887292354606,-0.265032101557384,0.0435941628822691,100,0.5,9
97,"X.49",-110.841936898871,2.72252145703,-0.281087369792579,0.140703734619034,-110.84360014801,-111.005263750702,1.5167084671518,-101.802998403702,12.8341869382878,-0.27906980891967,0.0392196341953767,-0.265234095123515,0.0436285420490025,100,0.5,9
98,"X.70",-110.843470291151,2.72323250747523,-0.282620762072818,0.141174442435453,-110.84360014801,-110.997609015807,1.51710459120367,-101.829586648637,12.8375388877511,-0.279891934263084,0.0393508388746473,-0.266114402299748,0.0437744962116055,100,0.5,9
99,"X.60",-110.843472047261,2.72327406681361,-0.282622518182852,0.141185006527321,-110.84360014801,-110.862175778833,1.51712774378535,-101.831140673216,12.8377348018426,-0.281491848479201,0.039353783500245,-0.266127338896947,0.0437777718597431,100,0.5,9
100,"X.79",-110.84360014801,2.72326298593178,-0.282750618931828,0.141198086670042,-110.84360014801,-110.669140865532,1.51712157065961,-101.830726326804,12.837682565667,-0.283961972197325,0.0393574294476263,-0.266145032352673,0.0437818276693368,100,0.5,9
0,NA,-196.573724440745,7.77307289898901,-70.0510006280311,6.43041324739297,-126.253337206023,-211.290490644048,3.79996977717896,-314.269076947588,27.4744769540804,-70.3849747209169,1.24448273638221,-69.8936349589826,1.31921991736354,100,0.5,10
1,"X.2",-170.874010016035,5.72143836153501,-44.3512862033211,4.25703981983437,-126.253337206023,-165.237595718897,2.79700102370751,-231.3205055527,20.2228293045637,-44.3123052870548,0.823868134139488,-44.4247213887944,0.87334538283555,100,0.5,10
2,"X.4",-162.407275190391,5.09938978761671,-35.8845513776766,3.65660378096388,-126.253337206023,-155.376550965459,2.49290432841802,-206.170782440326,18.0241545422751,-36.1827516217417,0.707665293679898,-36.462023222348,0.750164002245126,100,0.5,10
3,"X.9",-154.15672667015,4.62700592389774,-27.6340028574362,2.87704821214998,-126.253337206023,-147.254956875319,2.26197321164018,-187.072075565314,16.354480303286,-27.1104887764054,0.55679731519767,-27.3137527391557,0.590235675167872,100,0.5,10
4,"X.5",-150.690443886481,4.69125259425431,-24.167720073767,2.54881705658092,-126.253337206023,-154.099429677854,2.29338104851652,-189.669599357036,16.5815647121197,-22.9324159515096,0.493274491557358,-22.9864892401977,0.522898000081205,100,0.5,10
5,"X.12",-147.784834682433,4.65580794349877,-21.2621108697186,2.67155579967815,-126.253337206023,-155.999860532203,2.27605346090941,-188.236555074495,16.4562830824498,-22.9830276093051,0.517028213284602,-22.8743389800139,0.548078247181448,100,0.5,10
6,"X.6",-145.366173786867,4.33226620560198,-18.8434499741528,2.32010223204112,-126.253337206023,-146.634870589222,2.1178857913609,-175.155606954728,15.3127018839916,-19.0516881948022,0.449011138683441,-18.8618210515626,0.475976419722191,100,0.5,10
7,"X.56",-142.985488117407,4.10695521931626,-16.4627643046931,2.10015333795622,-126.253337206023,-139.57219236827,2.00773952752443,-166.046175381614,14.516324237641,-16.3729830951258,0.406444262956444,-16.1997740603156,0.430853198131959,100,0.5,10
8,"X.25",-141.731839618522,4.11654495232175,-15.2091158058074,2.09782371137796,-126.253337206023,-140.231701878345,2.01242759568816,-166.433892900666,14.5502198284684,-15.407258409764,0.405993408563837,-15.3258402434797,0.43037526776204,100,0.5,10
9,"X.1",-141.075944774584,4.12266299352206,-14.55322096187,2.01548174661201,-126.253337206023,-141.108498208002,2.01541848126956,-166.681248249797,14.5718444786095,-13.8415197465236,0.390057705882122,-13.9016652475344,0.413482549397768,100,0.5,10
10,"X.14",-139.657504892518,4.08856397167132,-13.1347810798038,1.97119176675409,-126.253337206023,-141.297530163941,1.99874872219898,-165.302608391262,14.4513190696536,-12.6101390979521,0.381486232602353,-12.7823170567086,0.404396317872618,100,0.5,10
11,"X.60",-137.898360627416,3.88341414077859,-11.3756368147015,1.90914698049865,-126.253337206023,-136.223356799389,1.89845850656403,-157.00830203026,13.7262024556399,-11.4037613034589,0.369478658219987,-11.6102826496877,0.391667630827516,100,0.5,10
12,"X.52",-136.916924446533,3.9017703984144,-10.3942006338185,1.99966863110416,-126.253337206023,-139.422338482735,1.90743220655947,-157.75045435771,13.7910839489608,-11.2544047448629,0.386997381685086,-11.4153608685775,0.410238437996066,100,0.5,10
13,"X.16",-136.093591299827,3.77296992736034,-9.57086748711227,1.8169786187269,-126.253337206023,-137.436089247675,1.84446638806631,-152.542989346821,13.3358295573405,-9.76514943353683,0.351641245498173,-9.78794011665285,0.372758995577776,100,0.5,10
14,"X.76",-135.100503114012,3.60013051942354,-8.57777930129795,1.64261679720315,-126.253337206023,-133.393755648161,1.75997155121089,-145.555008930539,12.7249164227507,-8.54247394246132,0.317896870382245,-8.43759681757802,0.33698810824403,100,0.5,10
15,"X.71",-134.313147165021,3.60419265956402,-7.790423352307,1.54439886999084,-126.253337206023,-135.277992408787,1.76195738229277,-145.719243210723,12.7392743449166,-7.84174169114834,0.298888680687979,-7.66435507469852,0.316838385226901,100,0.5,10
16,"X.66",-133.568952632664,3.49509198976508,-7.04622881994973,1.40033857786583,-126.253337206023,-132.271111404806,1.70862207291211,-141.308250642194,12.3536502967419,-6.96255907360242,0.271008583460879,-6.78812718300006,0.287283953907954,100,0.5,10
17,"X.10",-133.096102071051,3.47196504199338,-6.57337825833636,1.31260594462314,-126.253337206023,-131.996101248639,1.69731615777239,-140.373217017361,12.2719064610891,-6.37954772750549,0.254029620634167,-6.26371088595887,0.269285322603282,100,0.5,10
18,"X.23",-132.651458586454,3.44229562399921,-6.1287347737396,1.26904848656521,-126.253337206023,-131.226212495978,1.68281186929479,-139.173668173839,12.1670378008418,-6.01015369518618,0.245599912852049,-5.98604863357249,0.260349370276572,100,0.5,10
19,"X.83",-132.358487628635,3.46053390187225,-5.83576381592035,1.2335854874769,-126.253337206023,-132.308909496422,1.69172789331849,-139.911050522719,12.2315022863312,-5.68742818424149,0.238736731832753,-5.75508577284728,0.253074022188219,100,0.5,10
20,"X.26",-132.097227191684,3.53591368452409,-5.57450337896934,1.28295562773446,-126.253337206023,-135.79986318796,1.72857829979346,-142.958691400702,12.4979374694543,-5.77844441238506,0.24829137239465,-5.9195521187227,0.263202464925116,100,0.5,10
21,"X.13",-131.818460470851,3.45318478637194,-5.29573665813657,1.23856393151533,-126.253337206023,-133.453226545695,1.6881351807384,-139.613922247367,12.205526316844,-5.49194555045025,0.239700213870611,-5.65508398298711,0.254095365961986,100,0.5,10
22,"X.65",-131.437897090591,3.35599852710671,-4.91517327787703,1.13439640194368,-126.253337206023,-130.611257422663,1.64062438896221,-135.684635028763,11.8620145969445,-4.998964554119,0.219540593134563,-5.13175215493133,0.232725062924434,100,0.5,10
23,"X.3",-131.347265697052,3.29332792745159,-4.8245418843377,1.04148463346514,-126.253337206023,-128.967138312815,1.60998703515094,-133.150832533751,11.640500921684,-4.59650560078466,0.201559308350858,-4.67698523607507,0.213663915402686,100,0.5,10
24,"X.20",-130.884648653356,3.31064515625665,-4.36192484064191,1.01042521424602,-126.253337206023,-130.144222094873,1.61845279212233,-133.850976425694,11.7017098939779,-4.48245625500191,0.195548355472219,-4.51427391427396,0.207291975858642,100,0.5,10
25,"X.50",-130.789640940923,3.36252953855808,-4.26691712820855,0.977029425183875,-126.253337206023,-132.28797734881,1.64381716052786,-135.948686963825,11.8850989197006,-4.35396402513932,0.189085243171847,-4.35035825237122,0.200440722542268,100,0.5,10
26,"X.42",-130.568182465926,3.30553270987464,-4.04545865321138,0.894323944169075,-126.253337206023,-129.806236947815,1.61595350490458,-133.644277758861,11.6836395899776,-3.9910233329328,0.173079188915717,-3.97349049200824,0.183473427652769,100,0.5,10
27,"X.8",-130.463034843893,3.31001648812069,-3.94031103117828,0.856636536186472,-126.253337206023,-129.591765885417,1.61814545936635,-133.825559070504,11.6994878219045,-3.81642073887001,0.165785516361724,-3.80030696986051,0.175741734940079,100,0.5,10
28,"X.47",-130.352631740889,3.36849568799866,-3.82990792817492,0.842001065662848,-126.253337206023,-131.59511226728,1.64673379180805,-136.189901256034,11.9061866976541,-3.74058613592115,0.162953102688643,-3.73007618694396,0.172739221186771,100,0.5,10
29,"X.100",-130.029142245645,3.31292258295504,-3.50641843293026,0.78875403586481,-126.253337206023,-129.48599010962,1.61956614236825,-133.943053882785,11.7097596200197,-3.49801130838572,0.152648164763518,-3.48734242805748,0.161815422117014,100,0.5,10
30,"X.78",-129.82378110903,3.35374518961889,-3.30105729631615,0.787078394432117,-126.253337206023,-131.617495866662,1.63952281504637,-135.593531510045,11.8540500159244,-3.49165453719358,0.152323876610466,-3.46892148651166,0.161471658898801,100,0.5,10
31,"X.99",-129.689979402561,3.29819171591585,-3.16725558984626,0.716081506065896,-126.253337206023,-130.404540441787,1.61236476264777,-133.34747784134,11.6576923266543,-3.17979510839314,0.138583795139896,-3.14009888063364,0.146906419372161,100,0.5,10
32,"X.43",-129.569710093039,3.22285286109719,-3.04698628032449,0.701247294473045,-126.253337206023,-128.647579077259,1.57553436428686,-130.301491695342,11.3914018058577,-3.1090004568579,0.135712918957462,-3.05164150484919,0.143863133250603,100,0.5,10
33,"X.59",-129.420834014173,3.20817412465821,-2.89811020145896,0.667499290258452,-126.253337206023,-129.333674914966,1.56835846930168,-129.708023319144,11.3395187717927,-2.93647243325779,0.129181642192405,-2.87397787257987,0.136939621865202,100,0.5,10
34,"X.55",-129.324221085339,3.15727782680435,-2.80149727262428,0.594475054681062,-126.253337206023,-128.384357035735,1.54347713908283,-127.650261510598,11.1596222005647,-2.57294647758525,0.115049206683628,-2.52541894095116,0.121958465551026,100,0.5,10
35,"X.53",-128.924223000824,3.13402082350841,-2.40149918810994,0.576220912464816,-126.253337206023,-128.256973769065,1.53210764457521,-126.709969678351,11.0774186744459,-2.43313032698087,0.111516468742595,-2.40936653671765,0.118213569685147,100,0.5,10
36,"X.7",-128.791509673361,3.12207845193445,-2.26878586064674,0.542404921120814,-126.253337206023,-128.282439204269,1.52626945784538,-126.227133850116,11.0352075158925,-2.22221616026887,0.104972034376993,-2.22767001476634,0.111276110521929,100,0.5,10
37,"X.37",-128.735370522644,3.16982343432642,-2.21264670992934,0.562338703868507,-126.253337206023,-130.522248184177,1.54961022570632,-128.157486458433,11.2039655393213,-2.23377691666364,0.108829834419682,-2.26468383968109,0.115365590033968,100,0.5,10
38,"X.88",-128.536430717218,3.14003125894024,-2.01370690450347,0.5254423028605,-126.253337206023,-129.433306967019,1.53504592564956,-126.952974474492,11.0986629843734,-2.03240645679995,0.101689246043388,-2.07305529749027,0.107796174941006,100,0.5,10
39,"X.54",-128.322982738301,3.09635831721771,-1.80025892558699,0.496381523667162,-126.253337206023,-127.728991937886,1.51369582887539,-125.187256429508,10.9442978772317,-1.88364513358753,0.0960650914796688,-1.91878435851309,0.101834262813275,100,0.5,10
40,"X.29",-128.20926369357,3.08645627230524,-1.68653988085544,0.482256204575604,-126.253337206023,-127.431322061108,1.50885508289389,-124.786911989802,10.9092983978391,-1.80920219372843,0.0933314077988475,-1.82875853137715,0.0989364082636856,100,0.5,10
41,"X.70",-128.300619608705,3.09305397072533,-1.77789579599078,0.459363155501841,-126.253337206023,-127.838924147837,1.51208045526864,-125.053660111093,10.9326184304116,-1.7123891272767,0.0889008987072274,-1.71307863290725,0.0942398257665135,100,0.5,10
42,"X.27",-128.172977833469,3.09544363291699,-1.6502540207548,0.442823157196078,-126.253337206023,-128.078986743193,1.51324867332397,-125.150275303173,10.9410648607572,-1.64247863872346,0.0856999003328761,-1.62939155412145,0.0908465920257478,100,0.5,10
43,"X.46",-128.152012527565,3.10915453296758,-1.62928871485024,0.407601373314121,-126.253337206023,-128.778743990151,1.51995142865474,-125.704613588561,10.9895270085274,-1.50165958560783,0.0788834018747946,-1.48379016994833,0.0836207300112046,100,0.5,10
44,"X.98",-128.0621623172,3.1026061799578,-1.53943850448606,0.403656287792065,-126.253337206023,-128.640316101261,1.51675017943827,-125.43986052595,10.9663813908043,-1.47257264099559,0.0781199064917038,-1.4562983015019,0.0828113830538361,100,0.5,10
45,"X.44",-127.872058184946,3.07658804087907,-1.34933437223187,0.393892743222131,-126.253337206023,-127.732319470036,1.50403086708363,-124.387934645616,10.8744184346097,-1.41913455863134,0.0762303603310264,-1.40944928653495,0.0808083605473207,100,0.5,10
46,"X.32",-127.813430413034,3.06374007173831,-1.29070660031978,0.390540157301316,-126.253337206023,-127.457032675677,1.49774996697276,-123.86848507207,10.8290063772867,-1.38778816967768,0.0755815318436218,-1.3856572411722,0.0801205667848895,100,0.5,10
47,"X.94",-127.785253101347,3.0602267581971,-1.26252928863255,0.377747923832553,-126.253337206023,-127.688414300378,1.49603243705276,-123.726440115337,10.8165883216253,-1.32358635095201,0.0731058412310316,-1.32720108231346,0.0774961990296137,100,0.5,10
48,"X.62",-127.776108763945,3.0647325460355,-1.25338495123094,0.356736308039046,-126.253337206023,-128.365145557706,1.49823515119565,-123.908611285387,10.832514348016,-1.23202882643099,0.0690394473442754,-1.23815121232602,0.0731855986087119,100,0.5,10
49,"X.82",-127.822951581219,3.04315909896853,-1.30022776850502,0.349138553786276,-126.253337206023,-128.000780755236,1.48768868547876,-123.03638644144,10.7562614706837,-1.18648628581725,0.0675690482207541,-1.19276611769314,0.0716268949372875,100,0.5,10
50,"X.63",-127.741238037078,3.00896764007368,-1.21851422436415,0.364916504672212,-126.253337206023,-127.063259077353,1.47097373733323,-121.654009308739,10.6354093364453,-1.21611342013448,0.0706225669819307,-1.22114770300766,0.0748637922039364,100,0.5,10
51,"X.73",-127.664685497881,3.00246373767678,-1.14196168516624,0.367941006335012,-126.253337206023,-127.170113429805,1.46779421838839,-121.391053405791,10.6124208325631,-1.19710814039241,0.0712079010748897,-1.19915690531145,0.0754842784277858,100,0.5,10
52,"X.11",-127.609429770649,3.02078717710219,-1.08670595793507,0.350265060403625,-126.253337206023,-128.157588269233,1.47675187476642,-122.131878877205,10.6771863275938,-1.10792610694144,0.0677870618979123,-1.10681502495774,0.0718580013855785,100,0.5,10
53,"X.51",-127.62663976486,3.00158297947,-1.10391595214536,0.343117638629317,-126.253337206023,-127.379700850581,1.46736364805793,-121.355443927757,10.6093077302716,-1.05242576553155,0.0664038159593445,-1.048620819489,0.0703916848675401,100,0.5,10
54,"X.74",-127.588925918815,3.02657630498062,-1.06620210610089,0.337273154425862,-126.253337206023,-128.351250738912,1.47958196670819,-122.365936102492,10.6976484102923,-1.00256116552181,0.0652727285137271,-0.996654479677003,0.0691926701741936,100,0.5,10
55,"X.58",-127.382417280465,2.99560942422002,-0.859693467751145,0.332285519592533,-126.253337206023,-126.901150257571,1.46444339634961,-121.11393021511,10.58819377596,-0.957707076717844,0.0643074677743845,-0.951519970806574,0.0681694408793528,100,0.5,10
56,"X.39",-127.379989778366,3.0011649488403,-0.857265965651963,0.332947049689421,-126.253337206023,-127.024848461929,1.46715928824047,-121.338542748283,10.6078301713896,-0.930019812093892,0.0644354941940719,-0.925681441241331,0.0683051559020388,100,0.5,10
57,"X.15",-127.399997112621,3.01335451276995,-0.877273299906585,0.323536694291333,-126.253337206023,-127.499901486342,1.47311831823177,-121.831372682383,10.65091504884,-0.872755640848745,0.06261430100079,-0.871665212615381,0.0663745912877568,100,0.5,10
58,"X.90",-127.397007612641,3.01789000996264,-0.874283799927104,0.313755541615494,-126.253337206023,-127.727640893401,1.47533555618653,-122.014745015921,10.6669460850486,-0.810889469417433,0.0607213471300673,-0.813823291199021,0.0643679564217984,100,0.5,10
59,"X.87",-127.264279088976,3.0068825098124,-0.741555276262133,0.297276555919666,-126.253337206023,-127.346392412447,1.46995439375093,-121.569706489115,10.6280392957865,-0.727124254672528,0.0575321565722347,-0.733587282359622,0.0609872396137925,100,0.5,10
60,"X.84",-127.223392881956,3.00258573059429,-0.700669069241582,0.269486879557609,-126.253337206023,-127.257760109977,1.46785385624405,-121.395985638137,10.6128520251744,-0.614316049765907,0.0521539995002534,-0.621619781844993,0.0552860983117501,100,0.5,10
61,"X.80",-127.041286100323,2.99499662074143,-0.518562287608959,0.256763060204901,-126.253337206023,-127.008571838436,1.46414381924178,-121.08915427565,10.5860277786423,-0.53635608283729,0.0496915491232562,-0.542788349463253,0.0526757659319714,100,0.5,10
62,"X.86",-126.896837594704,2.98395064463909,-0.374113781990111,0.242947835416345,-126.253337206023,-126.587301516564,1.45874384732671,-120.64256014759,10.5469849934011,-0.456991684082358,0.0470178782272888,-0.460820538571931,0.0498415282239506,100,0.5,10
63,"X.33",-126.882017363553,2.98572728473218,-0.359293550838744,0.242728200823519,-126.253337206023,-126.705375348969,1.45961238139894,-120.714390561299,10.5532646537012,-0.403585306876476,0.046975372178522,-0.403507197635935,0.0497964694822724,100,0.5,10
64,"X.22",-126.919269640329,2.99917334687902,-0.396545827614348,0.240224871673374,-126.253337206023,-127.347168357033,1.46618566720804,-121.258021322824,10.6007907131345,-0.345415084341598,0.0464909009958804,-0.340647437463381,0.0492829034721987,100,0.5,10
65,"X.24",-126.783203278871,2.98384701197772,-0.260479466156715,0.228958266337763,-126.253337206023,-126.821303423732,1.45869318512577,-120.638370229233,10.5466186964162,-0.276583963609058,0.0443104663490895,-0.268652415218164,0.046971523225239,100,0.5,10
66,"X.41",-126.766428823982,2.97146218636222,-0.243705011267937,0.213693922449608,-126.253337206023,-126.477381500101,1.45263869886968,-120.137645771233,10.5028436527012,-0.208422505617063,0.041356346338418,-0.201159656785633,0.0438399940827061,100,0.5,10
67,"X.81",-126.738626167541,2.98010632687843,-0.215902354826342,0.208881025645372,-126.253337206023,-127.064821932462,1.45686450160409,-120.487132531018,10.5333969798714,-0.156066771391609,0.0404249027819267,-0.153566190671329,0.0428526128553896,100,0.5,10
68,"X.28",-126.624787194843,2.96845710309566,-0.102063382128484,0.206942624140312,-126.253337206023,-126.783516614875,1.45116962405985,-120.016148809014,10.4922219729581,-0.111380346482547,0.0400497624734555,-0.117566077897107,0.0424549435649503,100,0.5,10
69,"X.48",-126.548873723189,2.95750454302926,-0.026149910474941,0.184571994341537,-126.253337206023,-126.485394763374,1.44581531981289,-119.573331536231,10.4535093733154,-0.0680765664034603,0.0357203575790096,-0.083248918352535,0.0378655370588481,100,0.5,10
70,"X.92",-126.519274214304,2.94308051117342,0.00344959841044012,0.187964202941879,-126.253337206023,-125.964991553034,1.43876394054119,-118.990160988867,10.4025266106477,-0.0486063124690699,0.0363768542735329,-0.07120828510572,0.0385614595411609,100,0.5,10
71,"X.96",-126.545374653085,2.95266855805019,-0.0226508403708587,0.191234694771439,-126.253337206023,-126.395126924541,1.44345118441853,-119.377810336924,10.4364162417335,-0.0416505957411528,0.0370097950294037,-0.0649340005586515,0.0392324114372742,100,0.5,10
72,"X.68",-126.591799743854,2.96769161271751,-0.0690759311400022,0.176208739639746,-126.253337206023,-126.999053064922,1.45079540393616,-119.985199664747,10.4895162929746,-0.0423820623763889,0.0341018105749635,-0.0565953557705637,0.0361497885132846,100,0.5,10
73,"X.19",-126.588469210786,2.96258784979483,-0.0657453980718108,0.16906808771879,-126.253337206023,-126.71460141993,1.44830036174267,-119.778852074352,10.4714766812766,-0.0512238292556357,0.0327198748112322,-0.0527086721913417,0.0346848608523907,100,0.5,10
74,"X.21",-126.612772545038,2.96378298535127,-0.0900487323237957,0.168216325232179,-126.253337206023,-126.705540548924,1.44888461960994,-119.827171979881,10.475700972587,-0.06205073483344,0.0325550325733689,-0.0505619750906166,0.0345101190443651,100,0.5,10
75,"X.91",-126.580974414036,2.9584858195,-0.0582506013220359,0.16787025898335,-126.253337206023,-126.447977669513,1.4462950298298,-119.613005016037,10.4569777645336,-0.0672061956456566,0.0324880581106489,-0.0468784466198454,0.034439122442651,100,0.5,10
76,"X.77",-126.585311679809,2.957651136743,-0.0625878670944555,0.170048449571869,-126.253337206023,-126.419149801798,1.44588698409405,-119.579258390604,10.4540275191841,-0.0629781874110517,0.0329096049816934,-0.0407533458917643,0.0348859852332115,100,0.5,10
77,"X.31",-126.558500797948,2.95987523301608,-0.0357769852335093,0.165406820198476,-126.253337206023,-126.556077133435,1.44697426305426,-119.669179672942,10.4618887450587,-0.0449123290212582,0.0320113069405507,-0.0287234279201142,0.0339337400690487,100,0.5,10
