"size","solution_terms","elpd","se","diff","diff.se","rho","n","run","diff_gam_fit","diff_se_gam_fit","diff_mono_fit","diff_se_mono_fit"
23,"X.16",-134.630622749316,2.77710024917239,-5.28207363403393,1.22120706862301,0,100,12,-5.13845780108057,0.481109000124827,-5.13036534973851,0.478078993034477
24,"X.54",-134.189537593745,2.7132299832853,-4.84098847846346,1.20765035287715,0,100,12,-4.9038998279906,0.475768171263739,-4.90674101906605,0.472771800520481
25,"X.70",-134.088995015963,2.67341195751448,-4.74044590068115,1.19092799977097,0,100,12,-4.70938167080471,0.469180202041027,-4.70784555908614,0.466225322089774
0,NA,-206.92790062159,7.39319778228851,-65.0089207232643,5.67003946494467,0,100,13,-59.8564413535386,2.25607015542781,-62.5326034102695,2.04942905406071
1,"X.4",-197.15522000418,8.03714707707356,-55.2362401058546,6.29534830071801,0,100,13,-62.1477424181446,2.50487629002979,-61.6507515955721,2.27544619269226
2,"X.2",-187.181172366619,6.49378592483532,-45.2621924682931,4.70868459781115,0,100,13,-43.4480210273929,1.87355358955125,-42.3423191947016,1.70194847510757
3,"X.3",-180.680597169451,6.38293232201402,-38.7616172711249,4.61700451559842,0,100,13,-40.0033202004665,1.8370747081244,-39.1832099123417,1.668810817896
4,"X.10",-176.599365019871,6.0211279258192,-34.6803851215455,4.2572032336544,0,100,13,-34.9564961100754,1.69391222414219,-34.6441314422617,1.53876107036544
5,"X.39",-171.826716665268,5.51344960776583,-29.9077367669425,3.74945512665707,0,100,13,-29.5030484604065,1.49188270428544,-29.4677177822037,1.35523611801578
6,"X.1",-168.296828010479,5.4640645706249,-26.3778481121529,3.64513885073363,0,100,13,-27.7475875738814,1.45037596728805,-27.8024602533967,1.31753112354252
7,"X.5",-164.630167417395,4.79400236499155,-22.7111875190691,3.08890087635891,0,100,13,-22.8722498802811,1.22905265885943,-22.9257091338963,1.1164795660175
8,"X.79",-162.673276507883,4.6151885653392,-20.7542966095575,2.69319980744725,0,100,13,-19.4271058640889,1.07160589370694,-19.4593119250138,0.973453882975213
9,"X.58",-160.790613489865,4.66738680909387,-18.871633591539,2.62341344703505,0,100,13,-18.4227814733832,1.04383837534039,-18.4488623381159,0.94822968559702
10,"X.9",-158.790304314712,4.56477162665202,-16.8713244163857,2.46844953937052,0,100,13,-16.865087729065,0.982179290000356,-16.8914657596086,0.892218164572879
11,"X.35",-157.185691646932,4.4974401826982,-15.2667117486066,2.42409850331756,0,100,13,-16.119006289802,0.964532314274699,-16.1370031681031,0.876187535081391
12,"X.22",-155.690528346533,4.29126224664839,-13.7715484482069,2.15935464884305,0,100,13,-13.9837023704263,0.859192534436202,-13.9819069455792,0.780496182208352
13,"X.46",-154.197269927017,3.93536534047987,-12.278290028691,1.89486205713289,0,100,13,-11.9476775826356,0.753952730343434,-11.9369431962457,0.684895647964116
14,"X.59",-153.4033090309,3.82486894559394,-11.4843291325739,1.77510862445792,0,100,13,-10.8825922597957,0.706303653623883,-10.8870206992789,0.64161091145303
15,"X.16",-152.735028348969,3.7739434775367,-10.8160484506432,1.80858503668409,0,100,13,-10.7673247624302,0.719623690459815,-10.8114203439997,0.653710921032539
16,"X.86",-151.935119473134,3.83209226556285,-10.0161395748083,1.83115199979957,0,100,13,-10.5959758255667,0.728602931662325,-10.682394253912,0.661867723142424
17,"X.69",-151.126576533034,3.66722950554363,-9.20759663470786,1.69288819779126,0,100,13,-9.55821984406293,0.673588704827488,-9.64870239503471,0.611892435542991
18,"X.41",-150.731869324419,3.59652484874874,-8.81288942609333,1.58345211493789,0,100,13,-8.7707191795609,0.630044831459614,-8.82640517199246,0.572336892914248
19,"X.71",-150.150575082687,3.48793810569722,-8.23159518436164,1.50515288966875,0,100,13,-8.21007626940505,0.598890102041068,-8.21010830018344,0.544035730608565
20,"X.24",-149.843917246972,3.4443439231151,-7.92493734864595,1.44442431200053,0,100,13,-7.75528541886698,0.574726613849158,-7.70458041146444,0.522085458083213
21,"X.33",-149.404631887605,3.46807394379124,-7.48565198927959,1.41589523282021,0,100,13,-7.44429459788282,0.563375087197804,-7.36892957601423,0.511773656177914
22,"X.57",-148.891548841182,3.39037658869493,-6.97256894285618,1.33021851974323,0,100,13,-6.79355011802703,0.529284905536253,-6.72887370120427,0.480805909635413
23,"X.30",-148.259254503487,3.36486114369032,-6.3402746051608,1.28084803613028,0,100,13,-6.30158247830285,0.50964072575111,-6.26853265416248,0.462961006763928
24,"X.37",-147.986621614951,3.41100269297374,-6.06764171662569,1.2916824830192,0,100,13,-6.08218253845,0.513951678510397,-6.08836525253333,0.466877104769263
25,"X.12",-147.363853705079,3.34422305237629,-5.44487380675306,1.24565714331717,0,100,13,-5.59021675927712,0.495638508745503,-5.62957584722318,0.450241300205374
0,NA,-206.850833097242,7.03447221464518,-68.0500499220668,5.779778610764,0,100,14,-65.4885422927559,1.61664361728799,-57.4022478082562,3.58439264763037
1,"X.1",-196.304523296594,7.43887746350643,-57.5037401214189,6.06912534378398,0,100,14,-60.8236911144329,1.69757587795429,-58.7024182326351,3.76383417511746
2,"X.8",-190.605236245423,7.3907680489006,-51.8044530702481,5.99249106241398,0,100,14,-53.7755531970081,1.67614074519479,-56.4075618078068,3.71630859097355
3,"X.6",-185.815017379231,6.69680035424377,-47.0142342040566,5.30884203854133,0,100,14,-44.4098029276793,1.48491943632829,-48.5959645559805,3.29233620383657
4,"X.4",-181.400895554821,6.36491208885945,-42.6001123796466,5.09911892959028,0,100,14,-41.6930416691806,1.42625844802468,-45.3541987820028,3.16227413392228
5,"X.2",-176.106837642821,5.99016637800901,-37.3060544676464,4.77118957560458,0,100,14,-39.2007775850488,1.33453436432793,-41.2004394810714,2.95890517387605
6,"X.3",-171.241879179407,5.28199226324794,-32.4410960042319,3.95715109775995,0,100,14,-32.6847098436,1.10684223318238,-33.145073139725,2.45407034690872
7,"X.5",-165.956728471138,4.57457478731934,-27.1559452959636,3.20597971735998,0,100,14,-26.2015145833549,0.89673445927017,-26.0220803314053,1.98822323504848
8,"X.9",-161.612833226267,4.24056407167835,-22.8120500510924,2.84713026430526,0,100,14,-22.5966116979372,0.796361812337331,-22.3712455579424,1.76567883884271
9,"X.10",-158.49940420856,4.07564873726746,-19.6986210333854,2.65315927307705,0,100,14,-20.1487903442374,0.7421067991221,-20.1592638154675,1.64538561627582
10,"X.7",-155.27870956101,3.68586031857319,-16.4779263858347,2.29781540604021,0,100,14,-16.5304617554286,0.64271468858041,-16.8635529985331,1.42501524741509
11,"X.93",-153.185217687375,3.52014890691378,-14.3844345122003,2.08421116290666,0,100,14,-14.1405180985783,0.582968120494849,-14.7555682610875,1.29254624987172
12,"X.44",-151.355388648838,3.34742836775224,-12.5546054736633,1.93796293224537,0,100,14,-12.4805402304578,0.542061489884827,-13.2177388013964,1.20184881697437
13,"X.91",-150.110100940616,3.26670812313458,-11.3093177654413,1.87586177273038,0,100,14,-11.7308254630903,0.524691370730241,-12.307845163525,1.16333610661548
14,"X.47",-148.522636153498,3.00574995987272,-9.72185297832328,1.55067666627983,0,100,14,-9.73193680345346,0.433734871842665,-9.77222130399069,0.961669021563214
15,"X.34",-148.011262584775,2.94392724716384,-9.2104794096004,1.4179264492554,0,100,14,-9.13788905275788,0.396603727987698,-8.56802873677785,0.879342528817012
16,"X.22",-147.4198894306,2.81874145790701,-8.61910625542551,1.28451719210531,0,100,14,-8.45358478892204,0.359288246101046,-7.42885825954304,0.796607325159895
17,"X.67",-146.705367913897,2.87330444124228,-7.9045847387222,1.23999425820545,0,100,14,-8.04190724699221,0.346834876904846,-6.84988222379425,0.768995942844251
18,"X.16",-145.825827840654,2.78225057256078,-7.02504466547921,1.13890633296412,0,100,14,-6.90758848747944,0.318559892665496,-5.99618507269973,0.706305165151757
19,"X.48",-145.096148284462,2.73459659520172,-6.29536510928727,1.15066647011496,0,100,14,-6.21402720409739,0.321849283478482,-5.75977633516672,0.713598342274511
20,"X.76",-144.152240114536,2.68760518722156,-5.35145693936162,1.15478330107718,0,100,14,-5.41563871731916,0.323000789262133,-5.4809916423269,0.716151439828285
21,"X.31",-143.170029614923,2.62600317204079,-4.36924643974804,1.10082640763154,0,100,14,-4.53570922662584,0.307908677042623,-4.93949085278404,0.682689484763894
22,"X.41",-142.964819974903,2.6336576804927,-4.16403679972853,1.08364059219408,0,100,14,-4.07963381208214,0.303101686895436,-4.58142913508657,0.672031514165703
23,"X.69",-142.701803793349,2.64410979698026,-3.90102061817448,1.10876307820531,0,100,14,-3.96578039671023,0.310128618097408,-4.40018117856244,0.687611497451077
24,"X.74",-142.495382462548,2.65743798486044,-3.69459928737364,1.04277428136972,0,100,14,-3.613918041993,0.29167110018866,-3.86794862658755,0.646687826471194
25,"X.78",-142.049857478499,2.61590650941355,-3.24907430332394,0.968059034190708,0,100,14,-3.26368213241315,0.27077273442062,-3.3398264778062,0.600352352279228
0,NA,-185.393850105511,7.28986426516815,-45.5701059772484,4.54965772580673,0,100,15,-45.6688974191611,0.846096318353344,-44.6407134256969,1.61566398959027
1,"X.55",-178.428373552446,6.95296966137067,-38.6046294241832,4.07570639490809,0,100,15,-38.7506335571268,0.757955956963652,-39.7242030399988,1.44735548281891
2,"X.3",-173.839056323289,6.36915677345725,-34.0153121950259,3.60621996450756,0,100,15,-33.2773583309371,0.670645929656421,-34.8050376542184,1.28063254124534
3,"X.2",-170.389503873686,6.24155701577408,-30.5657597454231,3.34850165656306,0,100,15,-31.0745215538363,0.622718255825653,-31.7838643386887,1.18911220835475
4,"X.5",-166.647453654728,5.76116744466574,-26.8237095264657,2.85990034477938,0,100,15,-27.0595547571584,0.531853448853942,-26.4105720111645,1.01560123405932
5,"X.4",-162.985095270439,5.47512254625741,-23.1613511421761,2.45743962399806,0,100,15,-23.1374219494067,0.457008140776502,-21.8064150664135,0.872680308359216
6,"X.10",-160.359960076709,5.32021537604134,-20.5362159484467,2.29098279968868,0,100,15,-20.4077984342575,0.426052294270932,-19.3248400769808,0.813568543680143
7,"X.33",-157.900762385698,5.12686521737935,-18.0770182574354,2.1923510237824,0,100,15,-17.5742445264639,0.407709819408792,-17.4249127588951,0.778542654225381
8,"X.1",-155.934548482101,5.15796952288056,-16.110804353838,2.32096783315742,0,100,15,-16.4096643151563,0.4316285876874,-17.273306808637,0.824216759814579
9,"X.9",-154.021965762481,5.05339354921926,-14.198221634218,2.3062278433955,0,100,15,-14.7884533931609,0.428887403224361,-16.0433882175634,0.818982328545127
10,"X.7",-151.901866758784,4.69882143769582,-12.0781226305209,1.90610919286277,0,100,15,-11.7596553159741,0.35447764813444,-12.452211832346,0.676893113446085
11,"X.6",-150.526423282067,4.68956810857473,-10.7026791538043,1.7197758406211,0,100,15,-10.6717076122428,0.319825379146411,-10.6842463709514,0.610722841874033
12,"X.75",-149.905014483379,4.70746801851117,-10.0812703551159,1.61673167862037,0,100,15,-10.1265847058631,0.300662336264726,-9.70662758165438,0.574130036015749
13,"X.25",-149.394657971612,4.71853561771072,-9.57091384334957,1.55013385280201,0,100,15,-9.55173590765781,0.288277190253494,-9.07650008719534,0.550479969253717
14,"X.84",-148.867408045754,4.79588748886155,-9.04366391749144,1.51011629230885,0,100,15,-8.88641343530519,0.280835155567963,-8.6220929816443,0.536269025192297
15,"X.29",-148.012775661771,4.83894624400118,-8.18903153350867,1.50473012039383,0,100,15,-8.32590448124889,0.279833493354679,-8.29825634074279,0.534356300207409
16,"X.52",-147.255637820848,4.6945274423847,-7.43189369258482,1.44568772662413,0,100,15,-7.53375195953452,0.26885342518121,-7.62351515617302,0.51338930110068
17,"X.63",-146.739050585329,4.68205921509056,-6.91530645706619,1.40869152192747,0,100,15,-6.97897983885465,0.261973269689657,-7.06893846500574,0.500251293962064
18,"X.78",-145.755105957502,4.38650096475921,-5.93136182923964,1.19394224155698,0,100,15,-5.66379976296896,0.222036512588158,-5.71011398442132,0.42399002333571
19,"X.65",-145.092878699028,4.40099564839994,-5.26913457076533,1.14974646471332,0,100,15,-5.24218414115271,0.213817458248735,-5.27418418231459,0.408295320691767
20,"X.31",-144.482828220562,4.4993594044145,-4.65908409229917,1.12225228017475,0,100,15,-4.94008823639909,0.208704386075796,-4.95923659725123,0.398531649101669
21,"X.93",-144.165195885946,4.38045358169137,-4.34145175768363,1.03384820734044,0,100,15,-4.41560337403171,0.192263949220893,-4.40336941785955,0.367137798043085
22,"X.57",-143.677328232075,4.17418217128359,-3.85358410381216,0.85478881749635,0,100,15,-3.53747036783329,0.158964413377938,-3.49591789874586,0.303550639271092
23,"X.26",-143.042479288533,4.1888163876484,-3.21873516027074,0.841580742610379,0,100,15,-3.33127944100917,0.156508117936158,-3.28381831999207,0.29886021808973
24,"X.61",-142.819178815795,4.23911393007911,-2.99543468753202,0.836705997191558,0,100,15,-3.10283154658132,0.155601565311688,-3.09120706329573,0.29712910970614
25,"X.15",-142.524384049683,4.1891945337992,-2.70063992142063,0.774212945413139,0,100,15,-2.64119131566878,0.143979780944819,-2.68376045833446,0.274936720862188
0,NA,-213.600085327069,5.91863185342481,-85.1505982351335,5.08141684687909,0,100,16,-86.0590264337812,1.45013532953674,-85.5976362880997,1.8092226001316
1,"X.2",-203.957872333599,6.00654558982728,-75.5083852416629,5.09029908013044,0,100,16,-73.4991081786032,1.45267014229293,-74.129101577328,1.81238509154339
2,"X.3",-193.760998790507,6.41584336417861,-65.3115116985709,5.36177283932434,0,100,16,-65.6412043030733,1.53014335520027,-66.3955322939202,1.90904247574873
3,"X.5",-182.804591505972,6.28937267369885,-54.3551044140356,5.14173324734029,0,100,16,-54.1743838890017,1.46734843090098,-53.9323804741744,1.83069806616033
4,"X.1",-171.999655809344,6.34353854432409,-43.5501687174078,5.04450427548085,0,100,16,-46.8410678893663,1.43960121562686,-45.7014994730957,1.79607999435548
5,"X.4",-161.586872178957,5.01075593444256,-33.1373850870215,3.80951248110301,0,100,16,-31.681995693349,1.08715911400805,-30.9923408176294,1.35636502258775
6,"X.7",-156.586653785269,4.81596499984365,-28.1371666933334,3.55787442150152,0,100,16,-26.7343187746164,1.01534661535262,-27.0087413791358,1.26677007727956
7,"X.9",-152.126304042105,4.86278042319173,-23.6768169501688,3.55453213826934,0,100,16,-24.6137671105588,1.0143927941759,-25.9180490165201,1.26558006777199
8,"X.6",-148.927867989442,4.51438071360828,-20.4783808975063,3.1615796004739,0,100,16,-21.0838978535102,0.902251953331816,-22.4869798297945,1.12567054379833
9,"X.71",-146.899907102203,4.11525564700595,-18.4504200102667,2.71419348588591,0,100,16,-18.355892637078,0.774576852024849,-19.0039116099579,0.96638011479234
10,"X.37",-145.357135615909,3.78147351552872,-16.9076485239731,2.3787978988218,0,100,16,-16.7310856539082,0.678861620460821,-16.4929428272296,0.84696356338828
11,"X.59",-143.737901131116,3.48035618155516,-15.2884140391803,2.123535907889,0,100,16,-15.324387595623,0.606014923861449,-14.6142578969375,0.75607832864635
12,"X.65",-140.974673637692,3.07256046833822,-12.5251865457562,1.6960302320335,0,100,16,-12.1318152584299,0.484013304467382,-11.5800976739538,0.603866267768615
13,"X.25",-139.147580260484,2.96866215270987,-10.6980931685479,1.587433142204,0,100,16,-10.9484476754357,0.453021854367523,-10.730692137955,0.56520061306077
14,"X.31",-137.970165365546,2.80217709194343,-9.52067827361028,1.46173090015544,0,100,16,-9.69939917746686,0.417148933942081,-9.74727533476261,0.520444722321134
15,"X.46",-137.388166694377,2.71723112344487,-8.93867960244154,1.35586587759061,0,100,16,-8.81653909473449,0.386937161515313,-8.87359761894016,0.482751811631203
16,"X.10",-136.817974182043,2.64659675853988,-8.36848709010748,1.28816077598037,0,100,16,-8.3202862318969,0.367615471759594,-8.23078423343611,0.458645621631718
17,"X.33",-136.049075723151,2.54519547368309,-7.59958863121488,1.2082297585071,0,100,16,-7.67321935821149,0.344804748715882,-7.50265897448685,0.430186432468174
18,"X.8",-135.682148503084,2.53793826137155,-7.23266141114764,1.18837909505164,0,100,16,-7.2204794162997,0.339139764074997,-7.14369135107269,0.423118665734318
19,"X.27",-135.132257519595,2.53630084846814,-6.6827704276591,1.16020673013375,0,100,16,-6.60838648764873,0.331099931304904,-6.73238673838766,0.413087983181692
20,"X.83",-134.738424248613,2.49935383743508,-6.28893715667754,1.14706251458308,0,100,16,-6.1733019415064,0.327348833545472,-6.41975757086443,0.408408026281507
21,"X.12",-134.13320430214,2.41102347155499,-5.68371721020428,1.12067808944546,0,100,16,-5.88604751729428,0.31981924323739,-6.05899950496358,0.399013934104286
22,"X.43",-133.468197777986,2.34542874304282,-5.01871068604999,0.991605192627358,0,100,16,-5.21837245878491,0.282984404962602,-5.20093979982997,0.353057932259803
23,"X.68",-133.169800157302,2.26560737524017,-4.72031306536562,0.867208432815436,0,100,16,-4.55617002523078,0.247484043209372,-4.43307232256813,0.308766854393775
24,"X.50",-132.65764970255,2.26346480433647,-4.20816261061409,0.788357955628103,0,100,16,-4.02610958939028,0.224981684877874,-3.93915660715614,0.280692388224737
25,"X.77",-132.033782440823,2.25323959868225,-3.5842953488867,0.769024602243702,0,100,16,-3.72469499766086,0.219464330245109,-3.75924286162209,0.273808808126231
0,NA,-202.41187607008,5.60338439212896,-80.1978202389668,4.70474441538456,0,100,17,-78.895257975272,1.18026623659781,-79.9717961803865,1.30470334162395
1,"X.3",-191.301514839346,5.7608528784143,-69.0874590082327,4.74683015353274,0,100,17,-71.1236277934415,1.19082416948278,-70.0908822892511,1.31637441200496
2,"X.5",-182.834909019625,5.38719335317392,-60.6208531885123,4.44545290869652,0,100,17,-59.4524400511552,1.11521849249937,-58.723731971518,1.23279752371716
3,"X.1",-173.960642654664,5.31377640183826,-51.7465868235507,4.33452159303484,0,100,17,-52.5474630152636,1.08738945974071,-52.8213472019459,1.20203443746719
4,"X.4",-161.01738590674,4.67069929825568,-38.803330075627,3.37847988643549,0,100,17,-38.2992162710571,0.847549917471695,-39.0250949407359,0.936908279869095
5,"X.2",-153.57842717871,4.36091342803083,-31.3643713475971,2.9598379816113,0,100,17,-32.4809495923647,0.742526379131707,-33.0470452773577,0.820811964332412
6,"X.82",-149.85057900135,3.98044543222248,-27.636523170237,2.49382465987595,0,100,17,-27.0689369865835,0.625618904274953,-27.1689620705591,0.691578772382347
7,"X.33",-146.752438250805,3.79790220355546,-24.5383824196924,2.25454082376577,0,100,17,-24.1942691547612,0.565590429231562,-23.9105514312159,0.62522141202316
8,"X.18",-144.539408357899,3.59025573307391,-22.3253525267863,2.1575733093603,0,100,17,-22.4626659395041,0.541264456724885,-21.9773923883983,0.598330718522343
9,"X.59",-142.659360919432,3.63956468792518,-20.4453050883188,2.10139040409296,0,100,17,-20.685674060608,0.527170006462255,-20.294281672909,0.582750270835376
10,"X.77",-140.666809781882,3.59682879630234,-18.452753950769,1.93071452941329,0,100,17,-17.6320607946324,0.484353021202124,-17.5530744141784,0.535419031480274
11,"X.10",-138.935241202615,3.74162950330494,-16.7211853715018,2.05755709519538,0,100,17,-17.3938096673961,0.516173665330312,-17.6118884325272,0.570594570218337
12,"X.14",-137.210377997965,3.56371314024006,-14.996322166852,1.92795908748782,0,100,17,-15.3188344044963,0.483661771097037,-15.6308158092304,0.534654901918621
13,"X.31",-136.073573059696,3.42064005103381,-13.8595172285834,1.77412259556557,0,100,17,-13.5479046903487,0.445069235277504,-13.7220409363082,0.491993501563199
14,"X.72",-135.303557472243,3.41553811403942,-13.0895016411297,1.76254559826276,0,100,17,-13.1380141455124,0.442164945940762,-13.1059828999694,0.488783008976702
15,"X.69",-134.667656860798,3.3908776565013,-12.4536010296846,1.70283423433014,0,100,17,-12.4277486520657,0.427185320998668,-12.2695868366241,0.472224061417073
16,"X.12",-134.164432747054,3.380411991049,-11.9503769159411,1.68901809931249,0,100,17,-12.0145808054493,0.423719305368087,-11.873529956384,0.468392618955095
17,"X.36",-133.380943237301,3.27367601022624,-11.1668874061884,1.57287625049262,0,100,17,-10.8681656458197,0.394583120547952,-10.839480806735,0.43618456579026
18,"X.91",-132.463826876776,3.26343702765501,-10.249771045663,1.55892061932202,0,100,17,-10.4936991542785,0.391082109902782,-10.5580319576026,0.432314438740805
19,"X.52",-131.79535151272,3.13413220391704,-9.58129568160703,1.47657292666959,0,100,17,-9.75368338257666,0.370423771698144,-9.83176611019908,0.409478063309375
20,"X.75",-131.141176011501,2.99853535948258,-8.9271201803883,1.3474857099322,0,100,17,-8.78417060174903,0.338040018184707,-8.81514350814425,0.373680045783178
21,"X.15",-130.392635541011,2.91343894932595,-8.17857970989764,1.25676695673698,0,100,17,-8.08316370657766,0.315281655143256,-8.06469746593685,0.348522236986017
22,"X.16",-129.903223706731,2.86352615767298,-7.68916787561757,1.22437259276501,0,100,17,-7.72671033231159,0.307154970529496,-7.6868593163278,0.339538744750858
23,"X.28",-129.586120577094,2.82666428673432,-7.37206474598089,1.19889799915088,0,100,17,-7.37208476585131,0.300764229592435,-7.34287578066319,0.332474219140034
24,"X.17",-129.122480747005,2.83596811629487,-6.90842491589236,1.17082112023715,0,100,17,-6.9789731363391,0.293720660529989,-6.97772642660961,0.324688036829827
25,"X.54",-128.751610374735,2.80760198175363,-6.53755454362208,1.12738213250828,0,100,17,-6.49707259667144,0.282823241660492,-6.52363210681476,0.312641687986457
0,NA,-200.23717467022,6.67783889110875,-59.2712342873396,5.2796774391142,0,100,18,-59.4049837386157,1.04816070991448,-60.4563244055438,1.37209967361425
1,"X.4",-191.730792589486,6.06212395649763,-50.7648522066055,4.64862271885212,0,100,18,-51.3293569581286,0.922879048068155,-51.1865324673857,1.20809912894279
2,"X.5",-186.175403424882,5.57095696997846,-45.2094630420022,4.16171166909535,0,100,18,-44.3070724253144,0.82621385640374,-43.4140427950453,1.08155910823984
3,"X.7",-180.595825648606,5.50398221155759,-39.6298852657263,3.96734587216519,0,100,18,-39.542616802805,0.787626917325965,-38.7590600459828,1.03104669538789
4,"X.3",-175.877011358409,5.40562173922673,-34.9110709755286,3.80509036592893,0,100,18,-34.568270493965,0.75541475122957,-34.5542594675883,0.988879208885866
5,"X.8",-172.482206818281,5.66342863799217,-31.5162664354011,3.93517317774593,0,100,18,-32.3389316437168,0.781239755494348,-33.1373781741585,1.0226855513557
6,"X.1",-169.066953230778,5.32571702673657,-28.1010128478977,3.73611342478225,0,100,18,-28.3129582772664,0.741720937462764,-29.2927431076604,0.970953258006157
7,"X.6",-165.247692188939,5.02152285025872,-24.2817518060593,3.38096898158236,0,100,18,-24.4856567639887,0.671215029478917,-24.9900274475675,0.878657169803799
8,"X.9",-161.363943635039,4.4934207352628,-20.3980032521588,2.77600428045743,0,100,18,-19.7864254169198,0.551112951668896,-19.7397203327015,0.721436983810596
9,"X.10",-158.589440121115,4.33974677272689,-17.6234997382346,2.49714385701496,0,100,18,-17.6631035506009,0.495751512873962,-17.34946988633,0.648965833744742
10,"X.2",-156.047107576314,4.0679442854234,-15.0811671934336,2.20678625437997,0,100,18,-15.334296809844,0.438107568823088,-15.0443674851049,0.573506759511274
11,"X.97",-154.135433464773,3.8142885807384,-13.169493081893,1.98229671448349,0,100,18,-13.3080899872192,0.393540240947516,-13.1532412115374,0.515165690767225
12,"X.25",-153.173002041662,3.62958735055434,-12.2070616587817,1.83011865028172,0,100,18,-11.7155616356233,0.363328723360202,-11.6443766574879,0.475617162541694
13,"X.31",-151.950786829659,3.64410747080779,-10.9848464467784,1.85296041036018,0,100,18,-11.240500535576,0.367863438924863,-11.1907285691476,0.48155335313475
14,"X.70",-150.710765336743,3.55786815571462,-9.74482495386318,1.72696383189319,0,100,18,-9.91414515799094,0.342849664000969,-9.86767242747688,0.448808954223122
15,"X.47",-149.759109110358,3.46405456470296,-8.79316872747822,1.53234524951258,0,100,18,-8.33179080665379,0.304212540081362,-8.32278176226621,0.398230846669548
16,"X.13",-148.27187142389,3.44283572279013,-7.30593104100978,1.48924607556112,0,100,18,-7.6942582162463,0.295656172521668,-7.75475461155973,0.387030093745945
17,"X.53",-147.574676786919,3.25213129674088,-6.60873640403835,1.37443589621484,0,100,18,-6.80089509288071,0.272863204489667,-6.9263264753939,0.357192852470263
18,"X.79",-147.407531913221,3.25287062833371,-6.44159153034097,1.28578966184679,0,100,18,-6.17156880868587,0.255264496800045,-6.33391930297991,0.334155181959857
19,"X.62",-147.201637647186,3.33234875053839,-6.2356972643055,1.28231055633992,0,100,18,-6.05597723418299,0.25457379897996,-6.23473552223582,0.333251020752
20,"X.58",-146.827181570338,3.32023535864247,-5.86124118745769,1.2831761924045,0,100,18,-6.03292273859928,0.254745651469518,-6.20289203121915,0.333475985056235
21,"X.91",-146.501331684913,3.19859388517965,-5.53539130203264,1.1853794020017,0,100,18,-5.59598811187989,0.235330307551623,-5.72185927369184,0.308060238405108
22,"X.77",-146.303989710235,3.14588936069134,-5.33804932735505,1.14655303807862,0,100,18,-5.47812896506474,0.227622209918325,-5.53422085289267,0.2979699171912
23,"X.46",-146.179873670522,3.1473194584105,-5.21393328764165,1.05708175201322,0,100,18,-5.15680075966434,0.209859706848627,-5.10235771315147,0.274717829573364
24,"X.94",-146.088898404391,3.15210782595133,-5.12295802151118,0.971179952775815,0,100,18,-4.87497089807261,0.192805844768994,-4.68772395821658,0.252393391753866
25,"X.52",-145.574604643253,3.04203803791531,-4.60866426037283,0.917562627145837,0,100,18,-4.75678006853712,0.182161335754166,-4.42892201492086,0.238459147504031
0,NA,-194.293703961505,6.77101132938186,-61.1204103500141,5.45255929032809,0,100,19,-59.4938113649875,2.59710246535054,-60.8765339574845,2.81415072891971
1,"X.1",-183.547351690388,6.62230633663101,-50.3740580788975,5.27445322152351,0,100,19,-57.1770494485702,2.51226896134687,-56.6683035054215,2.72222741425891
2,"X.3",-175.106549169425,5.52859926565108,-41.9332555579346,3.5734192588246,0,100,19,-37.4924437331575,1.70205136206158,-36.4321976474257,1.84429730636673
3,"X.5",-168.508223140528,5.42923762519944,-35.3349295290377,3.5644781802457,0,100,19,-34.6145052964386,1.6977926468448,-33.8987246675629,1.83968267652771
4,"X.2",-158.145430634403,5.23765058413998,-24.9721370229121,2.94089354654561,0,100,19,-25.2814312487228,1.40077374190414,-25.530564688936,1.51784093982563
5,"X.10",-153.711542404793,5.32513981842473,-20.538248793302,2.86328857351293,0,100,19,-21.318252344024,1.36380980331036,-22.2124460579822,1.47778780517837
6,"X.8",-151.432122766717,5.50406289416341,-18.2588291552263,2.97978335205801,0,100,19,-19.5137560042051,1.41929730201516,-20.4305315087686,1.53791257384242
7,"X.92",-149.267272049938,5.20341980885123,-16.0939784384477,2.58836658999768,0,100,19,-15.5653715048924,1.23286201839897,-15.7846456146271,1.33589628981643
8,"X.14",-147.071921998763,5.02263144871198,-13.8986283872721,2.37359321870067,0,100,19,-13.6090921344702,1.13056355223162,-13.2461474358719,1.22504840954484
9,"X.9",-145.903622004127,5.02738459393314,-12.7303283926367,2.27519411888323,0,100,19,-12.5274984840295,1.0836951861824,-11.9539106641136,1.17426310236487
10,"X.6",-143.875888906074,4.66581189868496,-10.7025952945833,2.06185393811917,0,100,19,-10.6969912853843,0.982079361407511,-10.336640042188,1.0641549140376
11,"X.15",-142.760851508024,4.75276698341063,-9.58755789653303,2.08462754303343,0,100,19,-9.94517033979499,0.992926631894358,-9.90976412077403,1.07590872604718
12,"X.52",-141.487509603987,4.27386373183206,-8.31421599249609,1.86349279553722,0,100,19,-8.08946840297286,0.887598185688224,-8.24760235356765,0.961777640492588
13,"X.91",-140.722546372347,4.32523109892614,-7.549252760856,1.87326134666396,0,100,19,-7.46648943105734,0.892251033436096,-7.63801552346681,0.966819341794682
14,"X.53",-139.85911261755,4.19910543430625,-6.68581900605957,1.80500584837355,0,100,19,-6.72908837146027,0.859740332782516,-6.79730233774763,0.931591616603787
